date,favorite,underdog,spread,fav_odds,dog_odds,fav_implied_prob,dog_implied_prob,model_fav_probability,model_dog_probability,fav_predictive_edge,dog_predictive_edge,best_edge,best_side,predicted_cover,actual_cover,correct_prediction,model_type
2025-10-22,Cleveland,New York,1.5,-110,-110,0.5238095238095238,0.5238095238095238,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.023809523809523836,underdog,0,0.0,1,Away Favorite
2025-10-22,Charlotte,Brooklyn,5.5,109,-113,0.4784688995215311,0.5305164319248826,0.4818346592715066,0.5181653407284934,0.0033657597499754943,-0.012351091196389219,0.0033657597499754943,favorite,0,1.0,0,Home Favorite
2025-10-22,Orlando,Miami,8.5,100,-103,0.5,0.5073891625615764,0.4818346592715066,0.5181653407284934,-0.018165340728493407,0.010776178166917005,0.010776178166917005,underdog,0,0.0,1,Home Favorite
2025-10-22,Atlanta,Toronto,5.5,-101,100,0.5024875621890548,0.5,0.4818346592715066,0.5181653407284934,-0.020652902917548177,0.018165340728493407,0.018165340728493407,underdog,0,0.0,1,Home Favorite
2025-10-22,Boston,Philadelphia,4.5,-104,101,0.5098039215686274,0.4975124378109453,0.4818346592715066,0.5181653407284934,-0.027969262297120823,0.02065290291754812,0.02065290291754812,underdog,0,0.0,1,Home Favorite
2025-10-22,Detroit,Chicago,2.5,-105,100,0.5121951219512195,0.5,0.5,0.5,-0.012195121951219523,0.0,0.0,underdog,0,0.0,1,Away Favorite
2025-10-22,Memphis,New Orleans,3.5,-110,-110,0.5238095238095238,0.5238095238095238,0.4818346592715066,0.5181653407284934,-0.04197486453801724,-0.005644183081030429,-0.005644183081030429,underdog,0,1.0,0,Home Favorite
2025-10-22,Milwaukee,Washington,10.5,105,-117,0.4878048780487805,0.5391705069124424,0.4818346592715066,0.5181653407284934,-0.0059702187772738835,-0.021005166183948987,-0.0059702187772738835,favorite,0,1.0,0,Home Favorite
2025-10-22,La Clippers,Utah,9.5,-110,-110,0.5238095238095238,0.5238095238095238,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.023809523809523836,underdog,0,0.0,1,Away Favorite
2025-10-22,Dallas,San Antonio,2.5,-110,-110,0.5238095238095238,0.5238095238095238,0.4818346592715066,0.5181653407284934,-0.04197486453801724,-0.005644183081030429,-0.005644183081030429,underdog,0,0.0,1,Home Favorite
2025-10-22,Phoenix,Sacramento,4.5,104,-108,0.49019607843137253,0.5192307692307693,0.4818346592715066,0.5181653407284934,-0.008361419159865935,-0.001065428502275867,-0.001065428502275867,underdog,0,0.0,1,Home Favorite
2025-10-22,Minnesota,Portland,4.5,-110,-110,0.5238095238095238,0.5238095238095238,0.5,0.5,-0.023809523809523836,-0.023809523809523836,-0.023809523809523836,underdog,0,0.0,1,Away Favorite
2025-10-23,Okla City,Indiana,8.5,-110,-110,0.5238095238095238,0.5238095238095238,0.48878492565833875,0.5112150743416612,-0.03502459815118508,-0.01259444946786259,-0.01259444946786259,underdog,0,0.0,1,Away Favorite
2025-10-23,Golden State,Denver,2.5,-110,-110,0.5238095238095238,0.5238095238095238,0.5087316819378226,0.4912683180621774,-0.015077841871701247,-0.032541205747346424,-0.015077841871701247,favorite,1,1.0,1,Home Favorite
2025-10-24,Toronto,Milwaukee,1.5,-107,102,0.5169082125603864,0.49504950495049505,0.7593462242518005,0.24065377574819946,0.2424380116914141,-0.2543957292022956,0.2424380116914141,favorite,1,0.0,0,Home Favorite
2025-10-24,Orlando,Atlanta,4.5,-107,105,0.5169082125603864,0.4878048780487805,0.5350513539213926,0.4649486460786074,0.018143141361006143,-0.022856231970173058,0.018143141361006143,favorite,1,0.0,0,Home Favorite
2025-10-24,Cleveland,Brooklyn,11.5,-106,-103,0.5145631067961165,0.5073891625615764,0.46405108915658416,0.5359489108434159,-0.050512017639532336,0.028559748281839492,0.028559748281839492,underdog,0,0.0,1,Away Favorite
2025-10-24,New York,Boston,3.5,-110,-110,0.5238095238095238,0.5238095238095238,0.5953873631716977,0.4046126368283023,0.07157783936217388,-0.11919688698122155,0.07157783936217388,favorite,1,1.0,1,Home Favorite
2025-10-24,Houston,Detroit,6.5,103,-106,0.49261083743842365,0.5145631067961165,0.6468446252096388,0.3531553747903612,0.15423378777121516,-0.1614077320057553,0.15423378777121516,favorite,1,0.0,0,Home Favorite
2025-10-24,Memphis,Miami,2.5,-106,101,0.5145631067961165,0.4975124378109453,0.39287701547574455,0.6071229845242554,-0.12168609132037195,0.10961054671331011,0.10961054671331011,underdog,0,0.0,1,Home Favorite
2025-10-24,San Antonio,New Orleans,4.5,-110,-110,0.5238095238095238,0.5238095238095238,0.44587961104747276,0.5541203889525272,-0.07792991276205108,0.030310865143003407,0.030310865143003407,underdog,0,0.0,1,Away Favorite
