date,favorite,underdog,spread,model_name,model_type,probability,predicted_cover,actual_cover,correct,week,Date,Favorite,Underdog,Fav. Odds,Dog Odds,fav_implied_prob,dog_implied_prob,model_fav_prob,model_dog_prob,regressed_fav_prob,regressed_dog_prob,fav_predictive_edge,dog_predictive_edge,best_edge,best_side,regressed_prediction,regressed_correct
2025-10-22,Cleveland,New York,1.5,decision_tree,Away Favorite,0.4166666666666667,0.0,0,True,43,2025-10-22,Cleveland,New York,-110,-110,0.5238095238095238,0.5238095238095238,0.4166666666666667,0.5833333333333333,0.48630952380952386,0.5446428571428571,-0.03749999999999998,0.02083333333333326,0.02083333333333326,underdog,0,1
2025-10-22,Charlotte,Brooklyn,5.5,decision_tree,Home Favorite,0.6119402985074627,1.0,1,True,43,2025-10-22,Charlotte,Brooklyn,109,-113,0.4784688995215311,0.5305164319248826,0.6119402985074627,0.3880597014925373,0.5251838891666072,0.48065657627356173,0.04671498964507609,-0.049859855651320895,0.04671498964507609,favorite,1,1
2025-10-22,Orlando,Miami,8.5,decision_tree,Home Favorite,0.6119402985074627,1.0,0,False,43,2025-10-22,Orlando,Miami,100,-103,0.5,0.5073891625615764,0.6119402985074627,0.3880597014925373,0.539179104477612,0.4656238511874127,0.03917910447761197,-0.04176531137416373,0.03917910447761197,favorite,1,0
2025-10-22,Atlanta,Toronto,5.5,decision_tree,Home Favorite,0.6119402985074627,1.0,0,False,43,2025-10-22,Atlanta,Toronto,-101,100,0.5024875621890548,0.5,0.6119402985074627,0.3880597014925373,0.5407960199004975,0.46082089552238803,0.038308457711442756,-0.03917910447761197,0.038308457711442756,favorite,1,0
2025-10-22,Boston,Philadelphia,4.5,decision_tree,Home Favorite,0.6119402985074627,1.0,0,False,43,2025-10-22,Boston,Philadelphia,-104,101,0.5098039215686274,0.4975124378109453,0.6119402985074627,0.3880597014925373,0.5455516534972198,0.4592039800995025,0.035747731928592374,-0.03830845771144281,0.035747731928592374,favorite,1,0
2025-10-22,Detroit,Chicago,2.5,decision_tree,Away Favorite,0.4166666666666667,0.0,0,True,43,2025-10-22,Detroit,Chicago,-105,100,0.5121951219512195,0.5,0.4166666666666667,0.5833333333333333,0.478760162601626,0.5291666666666667,-0.03343495934959351,0.029166666666666674,0.029166666666666674,underdog,0,1
2025-10-22,Memphis,New Orleans,3.5,decision_tree,Home Favorite,0.6119402985074627,1.0,1,True,43,2025-10-22,Memphis,New Orleans,-110,-110,0.5238095238095238,0.5238095238095238,0.6119402985074627,0.3880597014925373,0.5546552949538024,0.47629708599857856,0.030845771144278555,-0.047512437810945274,0.030845771144278555,favorite,1,1
2025-10-22,Milwaukee,Washington,10.5,decision_tree,Home Favorite,0.6119402985074627,1.0,1,True,43,2025-10-22,Milwaukee,Washington,105,-117,0.4878048780487805,0.5391705069124424,0.6119402985074627,0.3880597014925373,0.5312522752093193,0.4862817250154756,0.0434473971605388,-0.052888781896966774,0.0434473971605388,favorite,1,1
2025-10-22,La Clippers,Utah,9.5,decision_tree,Away Favorite,0.4166666666666667,0.0,0,True,43,2025-10-22,La Clippers,Utah,-110,-110,0.5238095238095238,0.5238095238095238,0.4166666666666667,0.5833333333333333,0.48630952380952386,0.5446428571428571,-0.03749999999999998,0.02083333333333326,0.02083333333333326,underdog,0,1
2025-10-22,Dallas,San Antonio,2.5,decision_tree,Home Favorite,0.6119402985074627,1.0,0,False,43,2025-10-22,Dallas,San Antonio,-110,-110,0.5238095238095238,0.5238095238095238,0.6119402985074627,0.3880597014925373,0.5546552949538024,0.47629708599857856,0.030845771144278555,-0.047512437810945274,0.030845771144278555,favorite,1,0
