date,favorite,underdog,spread,fav_odds,dog_odds,fav_implied_prob,dog_implied_prob,actual_cover,model_type,logistic_fav_prob,logistic_dog_prob,logistic_fav_edge,logistic_dog_edge,logistic_best_edge,logistic_best_side,logistic_predicted_cover,logistic_correct,linear_fav_prob,linear_dog_prob,linear_fav_edge,linear_dog_edge,linear_best_edge,linear_best_side,linear_predicted_cover,linear_correct,rf_fav_prob,rf_dog_prob,rf_fav_edge,rf_dog_edge,rf_best_edge,rf_best_side,rf_predicted_cover,rf_correct
2025-10-22,Phoenix,Sacramento,4.5,104.0,-108.0,0.49019607843137253,0.5192307692307693,0.0,Home Favorite,0.4818346592715066,0.5181653407284934,-0.008361419159865935,-0.001065428502275867,0.008361419159865935,UNDERDOG,0,True,0.46491228070175444,0.5350877192982455,-0.025283797729618085,0.015856950067476228,0.025283797729618085,UNDERDOG,0,True,0.3794118457608126,0.6205881542391873,-0.11078423267055992,0.10135738500841807,0.11078423267055992,UNDERDOG,0,True
2025-10-22,Minnesota,Portland,4.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.0,Away Favorite,0.5,0.5,-0.023809523809523836,-0.023809523809523836,0.023809523809523836,UNDERDOG,0,True,0.5000000000000004,0.49999999999999956,-0.023809523809523392,-0.02380952380952428,0.02380952380952428,FAVORITE,1,False,0.4679058466001979,0.532094153399802,-0.05590367720932593,0.008284629590278203,0.05590367720932593,UNDERDOG,0,True
2025-10-23,Okla City,Indiana,8.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.0,Away Favorite,0.5123788730629422,0.48762112693705784,-0.011430650746581672,-0.036188396872466,0.036188396872466,FAVORITE,1,False,0.3976779656790319,0.6023220343209681,-0.12613155813049193,0.07851251051144426,0.12613155813049193,UNDERDOG,0,True,0.5650764743166174,0.43492352568338255,0.041266950507093614,-0.08888599812614129,0.08888599812614129,FAVORITE,1,False
2025-10-23,Golden State,Denver,2.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,1.0,Home Favorite,0.5087316819378226,0.4912683180621774,-0.015077841871701247,-0.032541205747346424,0.032541205747346424,FAVORITE,1,True,0.6216512688859469,0.3783487311140531,0.09784174507642307,-0.14546079269547074,0.14546079269547074,FAVORITE,1,True,0.4609075317057592,0.5390924682942408,-0.06290199210376463,0.01528294448471701,0.06290199210376463,UNDERDOG,0,False
2025-10-24,Toronto,Milwaukee,1.5,-107.0,102.0,0.5169082125603864,0.49504950495049505,0.0,Home Favorite,0.7593462242518005,0.24065377574819946,0.2424380116914141,-0.2543957292022956,0.2543957292022956,FAVORITE,1,False,0.8921452751610448,0.1078547248389552,0.37523706260065837,-0.38719478011153985,0.38719478011153985,FAVORITE,1,False,0.45041695156695155,0.5495830484330484,-0.06649126099343489,0.05453354348255335,0.06649126099343489,UNDERDOG,0,True
2025-10-24,Orlando,Atlanta,4.5,-107.0,105.0,0.5169082125603864,0.4878048780487805,0.0,Home Favorite,0.5350513539213926,0.4649486460786074,0.018143141361006143,-0.022856231970173058,0.022856231970173058,FAVORITE,1,False,0.7660537074679121,0.23394629253208787,0.2491454949075257,-0.2538585855166926,0.2538585855166926,FAVORITE,1,False,0.5251192182966377,0.47488078170336234,0.00821100573625122,-0.012924096345418135,0.012924096345418135,FAVORITE,1,False
2025-10-24,Cleveland,Brooklyn,11.5,-106.0,-103.0,0.5145631067961165,0.5073891625615764,0.0,Away Favorite,0.42009639937643223,0.5799036006235678,-0.09446670741968427,0.07251443806199143,0.09446670741968427,UNDERDOG,0,True,0.6520340766774989,0.3479659233225011,0.1374709698813824,-0.1594232392390753,0.1594232392390753,FAVORITE,1,False,0.6014341606106313,0.39856583938936874,0.08687105381451476,-0.10882332317220766,0.10882332317220766,FAVORITE,1,False
2025-10-24,New York,Boston,3.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,1.0,Home Favorite,0.5953873631716977,0.4046126368283023,0.07157783936217388,-0.11919688698122155,0.11919688698122155,FAVORITE,1,True,0.6536759259194659,0.3463240740805341,0.12986640210994205,-0.17748544972898972,0.17748544972898972,FAVORITE,1,True,0.39245486748530634,0.6075451325146937,-0.1313546563242175,0.08373560870516983,0.1313546563242175,UNDERDOG,0,False
2025-10-24,Houston,Detroit,6.5,103.0,-106.0,0.49261083743842365,0.5145631067961165,0.0,Home Favorite,0.6468446252096388,0.3531553747903612,0.15423378777121516,-0.1614077320057553,0.1614077320057553,FAVORITE,1,False,0.8468349790712821,0.15316502092871787,0.3542241416328585,-0.36139808586739863,0.36139808586739863,FAVORITE,1,False,0.477605175145221,0.522394824854779,-0.01500566229320266,0.007831718058662451,0.01500566229320266,UNDERDOG,0,True
2025-10-24,Memphis,Miami,2.5,-106.0,101.0,0.5145631067961165,0.4975124378109453,0.0,Home Favorite,0.39287701547574455,0.6071229845242554,-0.12168609132037195,0.10961054671331011,0.12168609132037195,UNDERDOG,0,True,0.31602429047402925,0.6839757095259708,-0.19853881632208725,0.18646327171502547,0.19853881632208725,UNDERDOG,0,True,0.4735510686786332,0.5264489313213667,-0.041012038117483274,0.028936493510421435,0.041012038117483274,UNDERDOG,0,True
2025-10-24,San Antonio,New Orleans,4.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.0,Away Favorite,0.45522222283271113,0.5447777771672888,-0.0685873009768127,0.020968253357764977,0.0685873009768127,UNDERDOG,0,True,0.24303039840788665,0.7569696015921134,-0.2807791254016372,0.23316007778258951,0.2807791254016372,UNDERDOG,0,True,0.7015668319136061,0.29843316808639386,0.1777573081040823,-0.22537635572312997,0.22537635572312997,FAVORITE,1,False
2025-10-24,Dallas,Washington,9.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.0,Home Favorite,0.4192664308258161,0.580733569174184,-0.10454309298370773,0.056924045364660114,0.10454309298370773,UNDERDOG,0,True,0.22059714084684356,0.7794028591531564,-0.30321238296268027,0.2555933353436326,0.30321238296268027,UNDERDOG,0,True,0.41466658491751957,0.5853334150824805,-0.10914293889200427,0.061523891272956654,0.10914293889200427,UNDERDOG,0,True
2025-10-24,Minnesota,La Lakers,2.5,106.0,-112.0,0.4854368932038835,0.5283018867924528,0.0,Away Favorite,0.461472925812146,0.5385270741878541,-0.023963967391737506,0.010225187395401236,0.023963967391737506,UNDERDOG,0,True,0.25063227721056325,0.7493677227894368,-0.23480461599332025,0.22106583599698393,0.23480461599332025,UNDERDOG,0,True,0.4421679934181416,0.5578320065818584,-0.04326889978574189,0.029530119789405562,0.04326889978574189,UNDERDOG,0,True
2025-10-24,Golden State,Portland,2.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.0,Away Favorite,0.4058629325236709,0.5941370674763291,-0.11794659128585294,0.07032754366680527,0.11794659128585294,UNDERDOG,0,True,0.18346172691780238,0.8165382730821976,-0.34034779689172145,0.2927287492726738,0.34034779689172145,UNDERDOG,0,True,0.35027193916148053,0.6497280608385194,-0.1735375846480433,0.12591853702899558,0.1735375846480433,UNDERDOG,0,True
2025-10-24,Sacramento,Utah,5.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.0,Home Favorite,0.5153044305083079,0.4846955694916921,-0.00850509330121596,-0.03911395431783171,0.03911395431783171,FAVORITE,1,False,0.42505523042366783,0.5749447695763321,-0.098754293385856,0.05113524576680828,0.098754293385856,UNDERDOG,0,True,0.44222914280006315,0.5577708571999369,-0.08158038100946069,0.03396133339041307,0.08158038100946069,UNDERDOG,0,True
2025-10-24,La Clippers,Phoenix,9.5,-108.0,103.0,0.5192307692307693,0.49261083743842365,1.0,Home Favorite,0.2082282358196417,0.7917717641803583,-0.3110025334111276,0.2991609267419347,0.3110025334111276,UNDERDOG,0,False,0.0,1.0,-0.5192307692307693,0.5073891625615763,0.5192307692307693,UNDERDOG,0,False,0.3415154692392329,0.6584845307607671,-0.17771529999153635,0.16587369332234342,0.17771529999153635,UNDERDOG,0,False
2025-10-25,Orlando,Chicago,6.5,112.0,-119.0,0.4716981132075472,0.54337899543379,1.0,Home Favorite,0.36923904802490365,0.6307609519750963,-0.10245906518264353,0.08738195654130632,0.10245906518264353,UNDERDOG,0,False,0.3471867260443774,0.6528132739556226,-0.12451138716316978,0.10943427852183263,0.12451138716316978,UNDERDOG,0,False,0.3598317753800483,0.6401682246199517,-0.11186633782749889,0.09678922918616173,0.11186633782749889,UNDERDOG,0,False
2025-10-25,Okla City,Atlanta,6.5,101.0,-108.0,0.4975124378109453,0.5192307692307693,1.0,Away Favorite,0.4844700550269807,0.5155299449730193,-0.013042382783964579,-0.0037008242577499795,0.013042382783964579,UNDERDOG,0,False,0.7005138969582401,0.29948610304175993,0.20300145914729478,-0.21974466618900934,0.21974466618900934,FAVORITE,1,True,0.44466109291460126,0.5553389070853987,-0.05285134489634402,0.03610813785462941,0.05285134489634402,UNDERDOG,0,False
2025-10-25,Philadelphia,Charlotte,4.5,-106.0,102.0,0.5145631067961165,0.49504950495049505,0.0,Home Favorite,0.37187694290867956,0.6281230570913204,-0.14268616388743693,0.1330735521408254,0.14268616388743693,UNDERDOG,0,True,0.215804519414232,0.784195480585768,-0.2987585873818845,0.289145975635273,0.2987585873818845,UNDERDOG,0,True,0.3981882161813962,0.6018117838186038,-0.11637489061472028,0.10676227886810874,0.11637489061472028,UNDERDOG,0,True
2025-10-25,Memphis,Indiana,1.5,105.0,-113.0,0.4878048780487805,0.5305164319248826,1.0,Home Favorite,0.3689995973715287,0.6310004026284712,-0.11880528067725177,0.10048397070358861,0.11880528067725177,UNDERDOG,0,False,0.2662267493115773,0.7337732506884227,-0.22157812873720317,0.20325681876354007,0.22157812873720317,UNDERDOG,0,False,0.4405897435897436,0.5594102564102563,-0.047215134459036856,0.028893824485373698,0.047215134459036856,UNDERDOG,0,False
2025-10-25,Denver,Phoenix,13.5,106.0,-113.0,0.4854368932038835,0.5305164319248826,1.0,Home Favorite,0.5496209308197968,0.4503790691802032,0.06418403761591329,-0.08013736274467942,0.08013736274467942,FAVORITE,1,True,0.6337418061443535,0.3662581938556465,0.14830491294047,-0.16425823806923612,0.16425823806923612,FAVORITE,1,True,0.5763347322659186,0.4236652677340814,0.09089783906203508,-0.1068511641908012,0.1068511641908012,FAVORITE,1,True
2025-10-26,San Antonio,Brooklyn,10.5,-111.0,105.0,0.5260663507109005,0.4878048780487805,0.0,Away Favorite,0.4172843865733079,0.5827156134266921,-0.10878196413759256,0.09491073537791161,0.10878196413759256,UNDERDOG,0,True,0.2652356367182276,0.7347643632817724,-0.2608307139926729,0.24695948523299194,0.2608307139926729,UNDERDOG,0,True,0.4465074492197798,0.5534925507802202,-0.07955890149112066,0.06568767273143972,0.07955890149112066,UNDERDOG,0,True
2025-10-26,Detroit,Boston,3.5,-104.0,-103.0,0.5098039215686274,0.5073891625615764,1.0,Home Favorite,0.37446361722642363,0.6255363827735764,-0.1353403043422038,0.11814722021199997,0.1353403043422038,UNDERDOG,0,False,0.16413343078426057,0.8358665692157394,-0.34567049078436685,0.32847740665416303,0.34567049078436685,UNDERDOG,0,False,0.33341964747788866,0.6665803525221113,-0.17638427409073876,0.15919118996053494,0.17638427409073876,UNDERDOG,0,False
2025-10-26,Cleveland,Milwaukee,6.5,-105.0,-101.0,0.5121951219512195,0.5024875621890548,0.0,Home Favorite,0.6797867440048246,0.32021325599517536,0.16759162205360512,-0.1822743061938794,0.1822743061938794,FAVORITE,1,False,0.9020800269419703,0.09791997305802969,0.3898849049907508,-0.4045675891310251,0.4045675891310251,FAVORITE,1,False,0.5928800761731732,0.4071199238268268,0.08068495422195365,-0.09536763836222795,0.09536763836222795,FAVORITE,1,False
2025-10-26,New York,Miami,2.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.0,Away Favorite,0.655854959405469,0.344145040594531,0.13204543559594517,-0.17966448321499284,0.17966448321499284,FAVORITE,1,False,0.7003186222905969,0.29968137770940306,0.1765090984810731,-0.22412814610012077,0.22412814610012077,FAVORITE,1,False,0.5732067099567099,0.42679329004329014,0.04939718614718602,-0.0970162337662337,0.0970162337662337,FAVORITE,1,False
2025-10-26,Washington,Charlotte,2.5,101.0,-111.0,0.4975124378109453,0.5260663507109005,0.0,Home Favorite,0.5897580146208788,0.41024198537912115,0.09224557680993356,-0.11582436533177931,0.11582436533177931,FAVORITE,1,False,0.5892219875980793,0.4107780124019207,0.09170954978713403,-0.11528833830897978,0.11528833830897978,FAVORITE,1,False,0.5103360237300225,0.4896639762699775,0.01282358591907723,-0.03640237444092298,0.03640237444092298,FAVORITE,1,False
2025-10-26,Minnesota,Indiana,12.5,102.0,-105.0,0.49504950495049505,0.5121951219512195,0.0,Home Favorite,0.44086217445739795,0.559137825542602,-0.0541873304930971,0.04694270359138253,0.0541873304930971,UNDERDOG,0,True,0.48652646381993975,0.5134735361800602,-0.008523041130555298,0.0012784142288406741,0.008523041130555298,UNDERDOG,0,True,0.5752497894865912,0.4247502105134088,0.08020028453609618,-0.08744491143781075,0.08744491143781075,FAVORITE,1,False
2025-10-26,Dallas,Toronto,1.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,1.0,Home Favorite,0.3678322055694222,0.6321677944305778,-0.15597731824010164,0.10835827062105396,0.15597731824010164,UNDERDOG,0,False,0.2109989399605806,0.7890010600394194,-0.3128105838489432,0.26519153622989555,0.3128105838489432,UNDERDOG,0,False,0.3844087634587634,0.6155912365412366,-0.13940076035076043,0.09178171273171276,0.13940076035076043,UNDERDOG,0,False
2025-10-26,La Clippers,Portland,8.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.0,Home Favorite,0.6675913285621079,0.3324086714378921,0.14378180475258406,-0.19140085237163174,0.19140085237163174,FAVORITE,1,False,0.7684432644404241,0.2315567355595759,0.24463374063090026,-0.29225278824994794,0.29225278824994794,FAVORITE,1,False,0.5494360506446155,0.45056394935538446,0.0256265268350917,-0.07324557445413937,0.07324557445413937,FAVORITE,1,False
2025-10-26,La Lakers,Sacramento,2.5,-111.0,107.0,0.5260663507109005,0.4830917874396135,1.0,Away Favorite,0.4116041864289657,0.5883958135710343,-0.11446216428193479,0.10530402613142081,0.11446216428193479,UNDERDOG,0,False,0.48984298116020275,0.5101570188397972,-0.036223369550697715,0.027065231400183742,0.036223369550697715,UNDERDOG,0,False,0.3784920725343429,0.6215079274656571,-0.14757427817655755,0.13841614002604358,0.14757427817655755,UNDERDOG,0,False
2025-10-27,Cleveland,Detroit,2.5,100.0,-102.0,0.5,0.504950495049505,1.0,Away Favorite,0.5024654883140219,0.49753451168597806,0.0024654883140219352,-0.00741598336352689,0.00741598336352689,FAVORITE,1,True,0.7578325188670529,0.24216748113294706,0.25783251886705294,-0.2627830139165579,0.2627830139165579,FAVORITE,1,True,0.6054718580681745,0.3945281419318255,0.1054718580681745,-0.11042235311767945,0.11042235311767945,FAVORITE,1,True
2025-10-27,Orlando,Philadelphia,5.5,-117.0,113.0,0.5391705069124424,0.4694835680751174,0.0,Away Favorite,0.5846939588817862,0.4153060411182138,0.04552345196934382,-0.05417752695690359,0.05417752695690359,FAVORITE,1,False,0.7343333491048891,0.2656666508951109,0.19516284219244673,-0.2038169171800065,0.2038169171800065,FAVORITE,1,False,0.6519556554016696,0.34804434459833045,0.11278514848922716,-0.12143922347678693,0.12143922347678693,FAVORITE,1,False
2025-10-27,Atlanta,Chicago,2.5,101.0,-107.0,0.4975124378109453,0.5169082125603864,0.0,Away Favorite,0.3781532689913708,0.6218467310086292,-0.11935916881957448,0.10493851844824276,0.11935916881957448,UNDERDOG,0,True,0.07432160096622648,0.9256783990337736,-0.4231908368447188,0.40877018647338714,0.4231908368447188,UNDERDOG,0,True,0.45890478150503183,0.5410952184949682,-0.03860765630591345,0.024187005934581784,0.03860765630591345,UNDERDOG,0,True
2025-10-27,Houston,Brooklyn,15.5,-106.0,104.0,0.5145631067961165,0.49019607843137253,1.0,Home Favorite,0.7571739301857315,0.24282606981426846,0.24261082338961504,-0.24737000861710406,0.24737000861710406,FAVORITE,1,True,0.9331602902547147,0.0668397097452853,0.4185971834585982,-0.4233563686860872,0.4233563686860872,FAVORITE,1,True,0.7125771103896105,0.28742288961038953,0.19801400359349397,-0.202773188820983,0.202773188820983,FAVORITE,1,True
2025-10-27,New Orleans,Boston,1.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.0,Home Favorite,0.5488444887301188,0.4511555112698812,0.025034964920594982,-0.07265401253964265,0.07265401253964265,FAVORITE,1,False,0.5943559623495377,0.4056440376504623,0.07054643854001386,-0.11816548615906153,0.11816548615906153,FAVORITE,1,False,0.4930189989039093,0.5069810010960907,-0.030790524905614514,-0.01682852271343316,0.030790524905614514,UNDERDOG,0,True
2025-10-27,San Antonio,Toronto,4.5,-107.0,106.0,0.5169082125603864,0.4854368932038835,0.0,Away Favorite,0.3761391876718489,0.623860812328151,-0.14076902488853754,0.13842391912426755,0.14076902488853754,UNDERDOG,0,True,0.2368814254383253,0.7631185745616746,-0.28002678712206114,0.27768168135779114,0.28002678712206114,UNDERDOG,0,True,0.48182674501424505,0.518173254985755,-0.03508146754614139,0.03273636178187145,0.03508146754614139,UNDERDOG,0,True
2025-10-27,Okla City,Dallas,8.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.0,Away Favorite,0.5442442908993296,0.4557557091006704,0.02043476708980574,-0.06805381470885341,0.06805381470885341,FAVORITE,1,False,0.4955147974972957,0.5044852025027042,-0.028294726312228125,-0.019324321306819603,0.028294726312228125,UNDERDOG,0,True,0.4760017072052105,0.5239982927947895,-0.047807816604313325,0.00018876898526565267,0.047807816604313325,UNDERDOG,0,True
2025-10-27,Utah,Phoenix,1.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,1.0,Home Favorite,0.7246723985820944,0.2753276014179056,0.2008628747725706,-0.24848192239161826,0.24848192239161826,FAVORITE,1,True,0.9140750951888441,0.08592490481115589,0.3902655713793203,-0.43788461899836795,0.43788461899836795,FAVORITE,1,True,0.6742355258127429,0.32576447418725707,0.1504260020032191,-0.19804504962226677,0.19804504962226677,FAVORITE,1,True
2025-10-27,Denver,Minnesota,6.5,-104.0,100.0,0.5098039215686274,0.5,1.0,Away Favorite,0.536614112876045,0.463385887123955,0.026810191307417575,-0.03661411287604499,0.03661411287604499,FAVORITE,1,True,0.8908704648911479,0.10912953510885215,0.38106654332252043,-0.39087046489114785,0.39087046489114785,FAVORITE,1,True,0.6044937794937796,0.3955062205062204,0.09468985792515217,-0.10449377949377958,0.10449377949377958,FAVORITE,1,True
2025-10-27,Golden State,Memphis,7.5,-112.0,106.0,0.5283018867924528,0.4854368932038835,0.0,Away Favorite,0.291219757652144,0.708780242347856,-0.23708212914030885,0.22334334914397247,0.23708212914030885,UNDERDOG,0,True,0.2558471576887727,0.7441528423112274,-0.2724547291036801,0.25871594910734386,0.2724547291036801,UNDERDOG,0,True,0.5689927601134498,0.4310072398865502,0.04069087332099697,-0.05442965331733329,0.05442965331733329,FAVORITE,1,False
2025-10-27,Portland,La Lakers,2.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,1.0,Away Favorite,0.737145304642504,0.26285469535749595,0.21333578083298022,-0.2609548284520279,0.2609548284520279,FAVORITE,1,True,0.8080706794076585,0.19192932059234147,0.2842611555981347,-0.33188020321718237,0.33188020321718237,FAVORITE,1,True,0.5781542361003918,0.42184576389960815,0.054344712290868014,-0.10196375990991569,0.10196375990991569,FAVORITE,1,True
2025-10-28,Philadelphia,Washington,4.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,1.0,Away Favorite,0.580497779604998,0.41950222039500196,0.05668825579547421,-0.10430730341452188,0.10430730341452188,FAVORITE,1,True,0.5642927692605603,0.43570723073943973,0.04048324545103643,-0.0881022930700841,0.0881022930700841,FAVORITE,1,True,0.6438190328521926,0.35618096714780745,0.12000950904266872,-0.1676285566617164,0.1676285566617164,FAVORITE,1,True
2025-10-28,Miami,Charlotte,6.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,1.0,Home Favorite,0.8444250702552878,0.1555749297447122,0.32061554644576395,-0.3682345940648116,0.3682345940648116,FAVORITE,1,True,1.0,0.0,0.47619047619047616,-0.5238095238095238,0.5238095238095238,FAVORITE,1,True,0.6553861900834329,0.3446138099165671,0.13157666627390907,-0.17919571389295674,0.17919571389295674,FAVORITE,1,True
2025-10-28,New York,Milwaukee,1.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.0,Away Favorite,0.5537551292175427,0.44624487078245734,0.029945605408018827,-0.0775646530270665,0.0775646530270665,FAVORITE,1,False,0.576470191046274,0.42352980895372605,0.052660667236750114,-0.10027971485579779,0.10027971485579779,FAVORITE,1,False,0.4498657532971972,0.5501342467028028,-0.07394377051232665,0.026324722893278918,0.07394377051232665,UNDERDOG,0,True
2025-10-28,Okla City,Sacramento,10.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.0,Home Favorite,0.4683847189896408,0.5316152810103592,-0.055424804819883045,0.007805757200835317,0.055424804819883045,UNDERDOG,0,True,0.4615556524054242,0.5384443475945758,-0.06225387140409966,0.014634823785051987,0.06225387140409966,UNDERDOG,0,True,0.3646421967995326,0.6353578032004674,-0.15916732700999126,0.11154827939094358,0.15916732700999126,UNDERDOG,0,True
2025-10-28,La Clippers,Golden State,1.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.0,Away Favorite,0.5948575014661199,0.40514249853388007,0.0710479776565961,-0.11866702527564377,0.11866702527564377,FAVORITE,1,False,0.9334272428522266,0.06657275714777344,0.4096177190427027,-0.4572367666617504,0.4572367666617504,FAVORITE,1,False,0.48565557889389255,0.5143444211061075,-0.03815394491563129,-0.009465102703416384,0.03815394491563129,UNDERDOG,0,True
2025-10-29,Houston,Toronto,5.5,-102.0,-106.0,0.504950495049505,0.5145631067961165,1.0,Away Favorite,0.3699721108328218,0.6300278891671782,-0.13497838421668318,0.11546478237106172,0.13497838421668318,UNDERDOG,0,False,0.4337893926817877,0.5662106073182123,-0.07116110236771728,0.05164750052209577,0.07116110236771728,UNDERDOG,0,False,0.3723059951203754,0.6276940048796247,-0.13264449992912958,0.11313089808350818,0.13264449992912958,UNDERDOG,0,False
2025-10-29,Cleveland,Boston,3.5,103.0,-106.0,0.49261083743842365,0.5145631067961165,0.0,Away Favorite,0.3995777131776393,0.6004222868223608,-0.09303312426078436,0.08585918002624426,0.09303312426078436,UNDERDOG,0,True,0.3897455651379028,0.6102544348620972,-0.10286527230052084,0.09569132806598069,0.10286527230052084,UNDERDOG,0,True,0.33501666766631844,0.6649833323336816,-0.15759416977210522,0.15042022553756507,0.15759416977210522,UNDERDOG,0,True
