date,favorite,underdog,spread,fav_odds,dog_odds,fav_implied_prob,dog_implied_prob,model_fav_probability,model_dog_probability,fav_predictive_edge,dog_predictive_edge,best_edge,best_side,predicted_cover,actual_cover,correct_prediction,model_type
2025-10-22,Cleveland,New York,1.5,-110,-110,0.5238095238095238,0.5238095238095238,0.4198373827397742,0.5801626172602258,-0.10397214106974961,0.05635309345070194,0.05635309345070194,underdog,0,0.0,1,Away Favorite
2025-10-22,Charlotte,Brooklyn,5.5,109,-113,0.4784688995215311,0.5305164319248826,0.3794118457608126,0.6205881542391873,-0.0990570537607185,0.09007172231430471,0.09007172231430471,underdog,0,1.0,0,Home Favorite
2025-10-22,Orlando,Miami,8.5,100,-103,0.5,0.5073891625615764,0.3794118457608126,0.6205881542391873,-0.1205881542391874,0.11319899167761094,0.11319899167761094,underdog,0,0.0,1,Home Favorite
2025-10-22,Atlanta,Toronto,5.5,-101,100,0.5024875621890548,0.5,0.3794118457608126,0.6205881542391873,-0.12307571642824217,0.12058815423918734,0.12058815423918734,underdog,0,0.0,1,Home Favorite
2025-10-22,Boston,Philadelphia,4.5,-104,101,0.5098039215686274,0.4975124378109453,0.3794118457608126,0.6205881542391873,-0.1303920758078148,0.12307571642824205,0.12307571642824205,underdog,0,0.0,1,Home Favorite
2025-10-22,Detroit,Chicago,2.5,-105,100,0.5121951219512195,0.5,0.4198373827397742,0.5801626172602258,-0.0923577392114453,0.08016261726022578,0.08016261726022578,underdog,0,0.0,1,Away Favorite
2025-10-22,Memphis,New Orleans,3.5,-110,-110,0.5238095238095238,0.5238095238095238,0.3794118457608126,0.6205881542391873,-0.14439767804871123,0.0967786304296635,0.0967786304296635,underdog,0,1.0,0,Home Favorite
2025-10-22,Milwaukee,Washington,10.5,105,-117,0.4878048780487805,0.5391705069124424,0.3794118457608126,0.6205881542391873,-0.10839303228796787,0.08141764732674495,0.08141764732674495,underdog,0,1.0,0,Home Favorite
2025-10-22,La Clippers,Utah,9.5,-110,-110,0.5238095238095238,0.5238095238095238,0.4198373827397742,0.5801626172602258,-0.10397214106974961,0.05635309345070194,0.05635309345070194,underdog,0,0.0,1,Away Favorite
2025-10-22,Dallas,San Antonio,2.5,-110,-110,0.5238095238095238,0.5238095238095238,0.3794118457608126,0.6205881542391873,-0.14439767804871123,0.0967786304296635,0.0967786304296635,underdog,0,0.0,1,Home Favorite
2025-10-22,Phoenix,Sacramento,4.5,104,-108,0.49019607843137253,0.5192307692307693,0.3794118457608126,0.6205881542391873,-0.11078423267055992,0.10135738500841807,0.10135738500841807,underdog,0,0.0,1,Home Favorite
2025-10-22,Minnesota,Portland,4.5,-110,-110,0.5238095238095238,0.5238095238095238,0.4198373827397742,0.5801626172602258,-0.10397214106974961,0.05635309345070194,0.05635309345070194,underdog,0,0.0,1,Away Favorite
2025-10-23,Okla City,Indiana,8.5,-110,-110,0.5238095238095238,0.5238095238095238,0.3700051494806241,0.629994850519376,-0.15380437432889976,0.10618532670985215,0.10618532670985215,underdog,0,0.0,1,Away Favorite
2025-10-23,Golden State,Denver,2.5,-110,-110,0.5238095238095238,0.5238095238095238,0.4609075317057592,0.5390924682942408,-0.06290199210376463,0.01528294448471701,0.01528294448471701,underdog,0,1.0,0,Home Favorite
2025-10-24,Toronto,Milwaukee,1.5,-107,102,0.5169082125603864,0.49504950495049505,0.45041695156695155,0.5495830484330484,-0.06649126099343489,0.05453354348255335,0.05453354348255335,underdog,0,0.0,1,Home Favorite
