date,favorite,underdog,spread,fav_odds,dog_odds,logistic_prob,linear_prob,rf_prob,pick_side,pick_team,edge,fav_edge,dog_edge,num_models,averaged_fav_prob,averaged_dog_prob,standardized_fav,standardized_dog,cover_prob,actual_cover,result
2025-10-31,New York,Chicago,5.5,-110.0,-110.0,0.538799560202301,0.3885654694284133,0.5443946604297765,NO BET,,0.0297446054427629,0.0297446054427629,-0.0464112721094296,3,,,,,,0.0,NO BET
2025-10-31,Memphis,La Lakers,2.5,104.0,-111.0,0.4815832008949107,0.4870385876494872,0.4487239651170657,NO BET,,0.0291310282715051,-0.0348228784713007,0.0291310282715051,3,,,,,,1.0,NO BET
2025-10-31,Phoenix,Utah,3.5,-110.0,-110.0,0.5288361178153695,0.33112286069533,0.4004333182190259,NO BET,,0.0196208987148652,-0.036287565381532,0.0196208987148652,3,,,,,,1.0,NO BET
2025-10-31,Denver,Portland,5.5,108.0,-113.0,0.4524019155071251,0.6857602090946755,0.5418063725490196,NO BET,,0.0265046475312767,-0.0304546294742165,0.0265046475312767,3,,,,,,0.0,NO BET
2025-10-31,La Clippers,New Orleans,10.5,-110.0,-110.0,0.7518618281883583,1.0,0.6239052063747875,FAVORITE,La Clippers,0.0938394873657003,0.0938394873657003,-0.110506154032367,3,,,,,,0.0,LOSS
2025-11-01,Orlando,Washington,9.5,109.0,-112.0,0.7471672463856286,0.919043739632859,0.6790893486358602,FAVORITE,Orlando,0.109240476335498,0.109240476335498,-0.1116102515453923,3,,,,,,1.0,WIN
2025-11-01,Minnesota,Charlotte,4.5,104.0,-112.0,0.5236766676023008,0.6270473525173947,0.4711090909848787,NO BET,,0.02332930102997,0.02332930102997,-0.0298035888583088,3,,,,,,1.0,NO BET
2025-11-01,Golden State,Indiana,11.5,113.0,-117.0,0.3690297572532163,0.412924212631404,0.358168347824006,NO BET,,0.0081863925710339,-0.0112153188166798,0.0081863925710339,3,,,,,,0.0,NO BET
2025-11-01,Houston,Boston,5.5,103.0,-104.0,0.5915234227901749,0.9020595815687598,0.3953556452884184,FAVORITE,Houston,0.060336363083239,0.060336363083239,-0.0611815287357068,3,,,,,,1.0,WIN
2025-11-01,Milwaukee,Sacramento,7.5,109.0,-115.0,0.6723133103053345,0.7473679939142964,0.4749113120259592,FAVORITE,Milwaukee,0.0535716903961163,0.0535716903961163,-0.0582451075542335,3,,,,,,0.0,LOSS
2025-11-01,Detroit,Dallas,7.5,-103.0,101.0,0.4321753662643495,0.4308404404764199,0.4601790247115003,NO BET,,0.0214979164300709,-0.0232134765604536,0.0214979164300709,3,,,,,,1.0,NO BET
2025-11-02,Okla City,New Orleans,13.5,-110.0,-110.0,0.5406683504744327,0.6479066992277231,0.5173415171776741,NO BET,,0.0156902661359801,0.0156902661359801,-0.0323569328026468,3,,,,,,1.0,NO BET
2025-11-02,Philadelphia,Brooklyn,5.5,107.0,-110.0,0.66117494289284,0.8535436195578485,0.6941939223057645,FAVORITE,Philadelphia,0.100722887598524,0.100722887598524,-0.1031383465357221,3,,,,,,1.0,WIN
2025-11-02,Charlotte,Utah,1.5,-110.0,-110.0,0.6455286884056539,0.5885144806465328,0.5733802314754793,NO BET,,0.0275327300615609,0.0275327300615609,-0.0441993967282277,3,,,,,,1.0,NO BET
2025-11-02,Cleveland,Atlanta,6.5,102.0,-107.0,0.432126311538067,0.4073930690805857,0.4722538546434249,NO BET,,0.016041914823289,-0.0202271159520975,0.016041914823289,3,,,,,,1.0,NO BET
2025-11-02,Toronto,Memphis,4.5,-106.0,104.0,0.50944024177405,0.4771691319865362,0.4660432485846732,NO BET,,0.008955233275406,-0.0106209481050272,0.008955233275406,3,,,,,,1.0,NO BET
2025-11-02,New York,Chicago,7.5,-110.0,-110.0,0.6213883435773333,0.9030880066883265,0.6722494198217442,FAVORITE,New York,0.0729513398435304,0.0729513398435304,-0.0896180065101971,3,,,,,,1.0,WIN
2025-11-02,San Antonio,Phoenix,5.5,-104.0,-103.0,0.2305019215779975,0.0616194217026315,0.2449717256431795,UNDERDOG,Phoenix,0.1284798670334611,-0.1344974464790324,0.1284798670334611,3,,,,,,0.0,WIN
2025-11-02,La Lakers,Miami,4.5,-112.0,103.0,0.1469083276808571,0.0,0.1563210244737501,UNDERDOG,Miami,0.1218419688458139,-0.1291614223266207,0.1218419688458139,3,,,,,,0.0,WIN
2025-11-03,Minnesota,Brooklyn,8.5,-116.0,104.0,0.5787603034848098,0.6201586936886053,0.4805518855124924,NO BET,,0.0241161169497478,0.0241161169497478,-0.0336477073636912,3,,,,,,1.0,NO BET
2025-11-03,Milwaukee,Indiana,6.5,105.0,-108.0,0.3708847634818055,0.2657645884008728,0.3484015889840102,UNDERDOG,Indiana,0.0493229994420442,-0.0517854759898866,0.0493229994420442,3,,,,,,0.0,WIN
2025-11-03,Boston,Utah,10.5,-110.0,-110.0,0.4311371601247217,0.3280994634644159,0.3331527643042997,UNDERDOG,Utah,0.0392212380790989,-0.0558879047457656,0.0392212380790989,3,,,,,,0.0,WIN
2025-11-03,New York,Washington,12.5,-110.0,-110.0,0.4256667195079304,0.3950692985625018,0.4287350901832154,NO BET,,0.0208950373704077,-0.0375617040370744,0.0208950373704077,3,,,,,,1.0,NO BET
2025-11-03,Houston,Dallas,12.5,-106.0,102.0,0.5623664045503163,0.515766907300071,0.4487747646586122,NO BET,,-0.0014066023253899,-0.0019578117859241,-0.0014066023253899,3,,,,,,0.0,NO BET
2025-11-03,Detroit,Memphis,4.5,100.0,-105.0,0.500492562034717,0.486874049905508,0.4154803781432156,UNDERDOG,Memphis,0.0489773381579184,-0.0532456308408453,0.0489773381579184,3,,,,,,1.0,LOSS
2025-11-03,Denver,Sacramento,11.5,-108.0,106.0,0.7336886590470152,0.8566091441430168,0.5562280876782761,FAVORITE,Denver,0.0686972513705334,0.0686972513705334,-0.0703309332226618,3,,,,,,0.0,LOSS
2025-11-03,Portland,La Lakers,3.5,106.0,-113.0,0.4942199169029999,0.4393904483130643,0.3989896389990749,NO BET,,0.0088492483345248,-0.0144329121295929,0.0088492483345248,3,,,,,,0.0,NO BET
2025-11-03,La Clippers,Miami,8.5,109.0,-111.0,0.5304826319120062,0.6444921205616596,0.4178279500250615,NO BET,,0.0154649855307759,0.0154649855307759,-0.017052323112127,3,,,,,,0.0,NO BET
2025-11-04,Toronto,Milwaukee,3.5,105.0,-114.0,0.4889354193716143,0.4142537580530387,0.3676658478713476,NO BET,,0.0152849822512921,-0.0224652876992064,0.0152849822512921,3,,,,,,1.0,NO BET
2025-11-04,Orlando,Atlanta,3.5,100.0,-103.0,0.7594405772710231,0.923140609534528,0.4804008940753136,FAVORITE,Orlando,0.0910869240710018,0.0910869240710018,-0.0936731309675535,3,,,,,,0.0,LOSS
2025-11-04,Chicago,Philadelphia,1.5,103.0,-106.0,0.4245853419978678,0.3025143840101451,0.4018144893899203,UNDERDOG,Philadelphia,0.0381962541582669,-0.040707134640356,0.0381962541582669,3,,,,,,1.0,LOSS
2025-11-04,New Orleans,Charlotte,2.5,-110.0,-110.0,0.4042640614073488,0.2587614017425218,0.3546922176212886,UNDERDOG,Charlotte,0.0479329372433647,-0.0645996039100314,0.0479329372433647,3,,,,,,1.0,LOSS
2025-11-04,Golden State,Phoenix,10.5,-112.0,104.0,0.2906869284832803,0.2624823261728758,0.3146699049712742,UNDERDOG,Phoenix,0.0750211380922101,-0.081495425920549,0.0750211380922101,3,,,,,,0.0,WIN
2025-11-04,Okla City,La Clippers,7.5,106.0,-109.0,0.4538710181275722,0.4981596771304656,0.3381636665874927,NO BET,,0.022449886105751,-0.0248886838945744,0.022449886105751,3,,,,,,1.0,NO BET
2025-11-05,Cleveland,Philadelphia,9.5,-116.0,113.0,0.3355808539668335,0.135283027350121,0.5878003101587472,UNDERDOG,Philadelphia,0.062169928834877,-0.064452140624131,0.062169928834877,3,,,,,,1.0,LOSS
2025-11-05,Detroit,Utah,9.5,-110.0,-110.0,0.3221187575422249,0.1760596919063158,0.4659955406398933,UNDERDOG,Utah,0.0541797011563492,-0.070846367823016,0.0541797011563492,3,,,,,,1.0,LOSS
2025-11-05,Indiana,Brooklyn,6.5,-104.0,-103.0,0.5666860939237671,0.6098642098596809,0.435813549871703,NO BET,,0.009677743710748,0.009677743710748,-0.0156953231563193,3,,,,,,0.0,NO BET
2025-11-05,Boston,Washington,12.5,-106.0,-102.0,0.4050338687437376,0.3210145438753802,0.2434252819011422,UNDERDOG,Washington,0.0601620623719763,-0.0669918230179437,0.0601620623719763,3,,,,,,1.0,LOSS
2025-11-05,New York,Minnesota,4.5,-110.0,-110.0,0.4642115558367224,0.3959066833517267,0.4897373619198,NO BET,,0.0091835132040375,-0.0258501798707042,0.0091835132040375,3,,,,,,1.0,NO BET
2025-11-05,Houston,Memphis,7.5,-106.0,-102.0,0.6200452325822682,0.7620424172701183,0.62753135412664,FAVORITE,Houston,0.0729588725686493,0.0729588725686493,-0.0797886332146168,3,,,,,,1.0,WIN
2025-11-05,Dallas,New Orleans,7.5,-110.0,-110.0,0.5428201207757142,0.6535738088002767,0.6663947881384247,FAVORITE,Dallas,0.0339920170666817,0.0339920170666817,-0.0506586837333484,3,,,,,,0.0,LOSS
2025-11-05,Denver,Miami,9.5,-101.0,-106.0,0.640218949746748,0.6825403975364934,0.5479934312006612,FAVORITE,Denver,0.0423838440569528,0.0423838440569528,-0.0483515782017627,3,,,,,,1.0,WIN
2025-11-05,La Lakers,San Antonio,2.5,100.0,-104.0,0.3244671628202042,0.2398929001422467,0.3093524020960649,UNDERDOG,San Antonio,0.0733769338605445,-0.0768083064095642,0.0733769338605445,3,,,,,,0.0,WIN
2025-11-05,Okla City,Portland,4.5,107.0,-111.0,0.4489363305462939,0.5441625357210539,0.5139155996950602,NO BET,,0.0179853085415936,0.0179853085415936,-0.0211906568942735,3,,,,,,0.0,NO BET
2025-11-05,Sacramento,Golden State,2.5,-116.0,107.0,0.4000887667338438,0.3220878576395909,0.4169422164650325,UNDERDOG,Golden State,0.0480206762983141,-0.0550657648651418,0.0480206762983141,3,,,,,,1.0,LOSS
2025-11-06,Phoenix,La Clippers,2.5,-107.0,104.0,0.3727940031590064,0.4455723767325523,0.3564374596221542,UNDERDOG,La Clippers,0.0394912340998627,-0.0419777359469782,0.0394912340998627,3,,,,,,0.0,WIN
2025-11-07,Orlando,Boston,3.5,100.0,-106.0,0.4192638587290397,0.2446555583147115,0.4352760660926321,UNDERDOG,Boston,0.0416634395887811,-0.0467605269674219,0.0416634395887811,3,,,,,,1.0,LOSS
2025-11-07,Cleveland,Washington,13.5,-101.0,101.0,0.4021828146882379,0.3245078308559723,0.4269759972954699,UNDERDOG,Washington,0.0515614767473018,-0.0515614767473018,0.0515614767473018,3,,,,,,1.0,LOSS
2025-11-07,Atlanta,Toronto,2.5,101.0,-107.0,0.4671570464740449,0.4536962578055638,0.439728317947026,NO BET,,0.0103476030107573,-0.0153948306407234,0.0103476030107573,3,,,,,,0.0,NO BET
2025-11-07,Detroit,Brooklyn,10.5,101.0,-104.0,0.4241129511275353,0.4102099224097175,0.4350094514536302,UNDERDOG,Brooklyn,0.0577380137615409,-0.0602987395443913,0.0577380137615409,3,,,,,,1.0,LOSS
2025-11-07,Houston,San Antonio,4.5,107.0,-116.0,0.629971882849819,0.7389597660932388,0.5236892376832327,FAVORITE,Houston,0.056735832893717,0.056735832893717,-0.0637809214605447,3,,,,,,0.0,LOSS
2025-11-07,Miami,Charlotte,4.5,-109.0,103.0,0.6749792345909836,0.814090607513943,0.613248520349044,FAVORITE,Miami,0.0627345904521657,0.0627345904521657,-0.0676842687230782,3,,,,,,1.0,WIN
2025-11-07,Memphis,Dallas,4.5,100.0,-105.0,0.4146911365479331,0.3604379363253299,0.4557183445095908,NO BET,,0.0271328419557401,-0.031401134638667,0.0271328419557401,3,,,,,,1.0,NO BET
2025-11-07,Milwaukee,Chicago,4.5,-101.0,-103.0,0.5412234724683096,0.6266237596084135,0.6055814989306384,FAVORITE,Milwaukee,0.0310293718513563,0.0310293718513563,-0.0344862255140773,3,,,,,,1.0,WIN
2025-11-07,Minnesota,Utah,11.5,-110.0,-110.0,0.3690779534296298,0.2456072826122086,0.4635138663864261,UNDERDOG,Utah,0.040876771383369,-0.0575434380500358,0.040876771383369,3,,,,,,1.0,LOSS
2025-11-07,Denver,Golden State,10.5,101.0,-111.0,0.6545953548593576,0.812164078259977,0.6551142356959702,FAVORITE,Denver,0.0734225747946213,0.0734225747946213,-0.0816751507772673,3,,,,,,1.0,WIN
2025-11-07,Okla City,Sacramento,10.5,-112.0,108.0,0.667415319857873,0.8134722638037652,0.6211808340638634,FAVORITE,Okla City,0.0797709439380364,0.0797709439380364,-0.0829458350846257,3,,,,,,1.0,WIN
2025-11-08,Dallas,Washington,4.5,-111.0,105.0,0.4782878325333234,0.4104905162948955,0.4801631505749152,NO BET,,0.0214656121666096,-0.0263205422324979,0.0214656121666096,3,,,,,,1.0,NO BET
2025-11-08,Philadelphia,Toronto,5.5,101.0,-110.0,0.4717445262344178,0.4676770279079091,0.4828264125630812,NO BET,,0.0007377372177023,-0.0082004237848665,0.0007377372177023,3,,,,,,1.0,NO BET
2025-11-08,La Lakers,Atlanta,3.5,-105.0,103.0,0.3062620942656123,0.1705774104464471,0.2405238967672697,UNDERDOG,Atlanta,0.0953338397539363,-0.0970159255403114,0.0953338397539363,3,,,,,,0.0,WIN
2025-11-08,Cleveland,Chicago,8.5,-102.0,-102.0,0.5431560733753116,0.6786436478976369,0.6292936485844853,FAVORITE,Cleveland,0.0392282198827071,0.0392282198827071,-0.0426935664173606,3,,,,,,0.0,LOSS
2025-11-08,Portland,Miami,3.5,-108.0,100.0,0.3721060214474561,0.2358811743975472,0.4718787696414471,UNDERDOG,Miami,0.0659077704536045,-0.0726385396843738,0.0659077704536045,3,,,,,,0.0,WIN
