Date,Home,Away,Home Score,Away Score,Winner,Status
2025-10-26,San Antonio,Brooklyn,118,107,San Antonio,STATUS_FINAL
2025-10-26,Detroit,Boston,119,113,Detroit,STATUS_FINAL
2025-10-26,Cleveland,Milwaukee,118,113,Cleveland,STATUS_FINAL
2025-10-26,Miami,New York,115,107,Miami,STATUS_FINAL
2025-10-26,Washington,Charlotte,113,139,Charlotte,STATUS_FINAL
2025-10-26,Minnesota,Indiana,114,110,Minnesota,STATUS_FINAL
2025-10-26,Dallas,Toronto,139,129,Dallas,STATUS_FINAL
2025-10-26,LA,Portland,114,107,LA,STATUS_FINAL
2025-10-26,Sacramento,Los Angeles,120,127,Los Angeles,STATUS_FINAL
