date,favorite,underdog,spread,model_name,model_type,probability,predicted_cover,actual_cover,correct,week,Date,Favorite,Underdog,Fav. Odds,Dog Odds,fav_implied_prob,dog_implied_prob,model_fav_prob,model_dog_prob,regressed_fav_prob,regressed_dog_prob,fav_predictive_edge,dog_predictive_edge,best_edge,best_side,regressed_prediction,regressed_correct
2025-10-26,Washington,Charlotte,2.5,random_forest,Home Favorite,0.5103360237300225,1.0,0,False,43,2025-10-26,Washington,Charlotte,101,-111,0.4975124378109453,0.5260663507109005,0.5103360237300225,0.4896639762699775,0.5020006928826224,0.5133255196565774,0.004488255071677105,-0.01274083105432311,0.004488255071677105,favorite,1,0
2025-10-26,Minnesota,Indiana,12.5,random_forest,Home Favorite,0.5752497894865912,1.0,0,False,43,2025-10-26,Minnesota,Indiana,102,-105,0.49504950495049505,0.5121951219512195,0.5752497894865912,0.4247502105134088,0.5231196045381287,0.4815894029479858,0.028070099587633623,-0.030605719003233722,0.028070099587633623,favorite,1,0
2025-10-26,Dallas,Toronto,1.5,random_forest,Home Favorite,0.3844087634587634,0.0,1,False,43,2025-10-26,Dallas,Toronto,-110,-110,0.5238095238095238,0.5238095238095238,0.3844087634587634,0.6155912365412366,0.4750192576867577,0.5559331232656233,-0.04879026612276616,0.03212359945609944,0.03212359945609944,underdog,0,0
2025-10-26,La Clippers,Portland,8.5,random_forest,Home Favorite,0.5494360506446155,1.0,0,False,43,2025-10-26,La Clippers,Portland,-110,-110,0.5238095238095238,0.5238095238095238,0.5494360506446155,0.45056394935538446,0.5327788082018059,0.49817357275057506,0.008969284392282062,-0.02563595105894878,0.008969284392282062,favorite,1,0
2025-10-26,La Lakers,Sacramento,2.5,random_forest,Away Favorite,0.3665673727707558,0.0,1,False,43,2025-10-26,La Lakers,Sacramento,-111,107,0.5260663507109005,0.4830917874396135,0.3665673727707558,0.6334326272292442,0.47024170843184987,0.5357110813659842,-0.055824642279050596,0.052619293926370714,0.052619293926370714,underdog,0,0
2025-10-27,Cleveland,Detroit,2.5,random_forest,Away Favorite,0.6234072980339235,1.0,1,True,44,2025-10-27,Cleveland,Detroit,100,-102,0.5,0.504950495049505,0.6234072980339235,0.3765927019660765,0.5431925543118732,0.46002526747030503,0.04319255431187319,-0.04492522757919992,0.04319255431187319,favorite,1,1
2025-10-27,Orlando,Philadelphia,5.5,random_forest,Away Favorite,0.5078435646312868,1.0,0,False,44,2025-10-27,Orlando,Philadelphia,-117,113,0.5391705069124424,0.4694835680751174,0.5078435646312868,0.49215643536871323,0.5282060771140379,0.4774190716278759,-0.010964429798404507,0.007935503552758516,0.007935503552758516,underdog,1,0
2025-10-27,Atlanta,Chicago,2.5,random_forest,Away Favorite,0.3194082299648264,0.0,0,True,44,2025-10-27,Atlanta,Chicago,101,-107,0.4975124378109453,0.5169082125603864,0.3194082299648264,0.6805917700351736,0.43517596506480366,0.5741974576765619,-0.062336472746141625,0.0572892451161755,0.0572892451161755,underdog,0,1
2025-10-27,Houston,Brooklyn,15.5,random_forest,Home Favorite,0.7125771103896105,1.0,1,True,44,2025-10-27,Houston,Brooklyn,-106,104,0.5145631067961165,0.49019607843137253,0.7125771103896105,0.28742288961038953,0.5838680080538394,0.41922546234402847,0.06930490125772293,-0.07097061608734406,0.06930490125772293,favorite,1,1
2025-10-27,New Orleans,Boston,1.5,random_forest,Home Favorite,0.4930189989039093,0.0,0,True,44,2025-10-27,New Orleans,Boston,-110,-110,0.5238095238095238,0.5238095238095238,0.4930189989039093,0.5069810010960907,0.5130328400925588,0.5179195408598223,-0.010776683716965052,-0.0058899829497015554,-0.0058899829497015554,underdog,1,0
