date,favorite,underdog,spread,model_name,model_type,probability,predicted_cover,actual_cover,correct,week,Date,Favorite,Underdog,Fav. Odds,Dog Odds,fav_implied_prob,dog_implied_prob,model_fav_prob,model_dog_prob,regressed_fav_prob,regressed_dog_prob,fav_predictive_edge,dog_predictive_edge,best_edge,best_side,regressed_prediction,regressed_correct
2025-10-22,Cleveland,New York,1.5,linear,Away Favorite,0.4952606635071089,0,0,True,43,2025-10-22,Cleveland,New York,-110,-110,0.5238095238095238,0.5238095238095238,0.4952606635071089,0.5047393364928912,0.5138174227036786,0.5171349582487024,-0.009992101105845252,-0.006674565560821466,-0.006674565560821466,underdog,1,0
2025-10-22,Charlotte,Brooklyn,5.5,linear,Home Favorite,0.4649122807017544,0,1,False,43,2025-10-22,Charlotte,Brooklyn,109,-113,0.4784688995215311,0.5305164319248826,0.4649122807017544,0.5350877192982456,0.4737240829346092,0.5321163825055597,-0.004744816586921885,0.0015999505806770786,0.0015999505806770786,underdog,0,0
2025-10-22,Orlando,Miami,8.5,linear,Home Favorite,0.4649122807017544,0,0,True,43,2025-10-22,Orlando,Miami,100,-103,0.5,0.5073891625615764,0.4649122807017544,0.5350877192982456,0.487719298245614,0.5170836574194106,-0.012280701754386003,0.009694494857834246,0.009694494857834246,underdog,0,1
2025-10-22,Atlanta,Toronto,5.5,linear,Home Favorite,0.4649122807017544,0,0,True,43,2025-10-22,Atlanta,Toronto,-101,100,0.5024875621890548,0.5,0.4649122807017544,0.5350877192982456,0.48933621366849966,0.512280701754386,-0.013151348520555106,0.012280701754386003,0.012280701754386003,underdog,0,1
2025-10-22,Boston,Philadelphia,4.5,linear,Home Favorite,0.4649122807017544,0,0,True,43,2025-10-22,Boston,Philadelphia,-104,101,0.5098039215686274,0.4975124378109453,0.4649122807017544,0.5350877192982456,0.4940918472652218,0.5106637863315004,-0.0157120743034056,0.013151348520555162,0.013151348520555162,underdog,0,1
2025-10-22,Detroit,Chicago,2.5,linear,Away Favorite,0.4952606635071089,0,0,True,43,2025-10-22,Detroit,Chicago,-105,100,0.5121951219512195,0.5,0.4952606635071089,0.5047393364928912,0.5062680614957809,0.501658767772512,-0.005927060455438671,0.0016587677725119487,0.0016587677725119487,underdog,1,0
2025-10-22,Memphis,New Orleans,3.5,linear,Home Favorite,0.4649122807017544,0,1,False,43,2025-10-22,Memphis,New Orleans,-110,-110,0.5238095238095238,0.5238095238095238,0.4649122807017544,0.5350877192982456,0.5031954887218045,0.5277568922305764,-0.020614035087719307,0.003947368421052588,0.003947368421052588,underdog,1,1
2025-10-22,Milwaukee,Washington,10.5,linear,Home Favorite,0.4649122807017544,0,1,False,43,2025-10-22,Milwaukee,Washington,105,-117,0.4878048780487805,0.5391705069124424,0.4649122807017544,0.5350877192982456,0.4797924689773213,0.5377415312474735,-0.00801240907145917,-0.0014289756649689123,-0.0014289756649689123,underdog,0,0
2025-10-22,La Clippers,Utah,9.5,linear,Away Favorite,0.4952606635071089,0,0,True,43,2025-10-22,La Clippers,Utah,-110,-110,0.5238095238095238,0.5238095238095238,0.4952606635071089,0.5047393364928912,0.5138174227036786,0.5171349582487024,-0.009992101105845252,-0.006674565560821466,-0.006674565560821466,underdog,1,0
2025-10-22,Dallas,San Antonio,2.5,linear,Home Favorite,0.4649122807017544,0,0,True,43,2025-10-22,Dallas,San Antonio,-110,-110,0.5238095238095238,0.5238095238095238,0.4649122807017544,0.5350877192982456,0.5031954887218045,0.5277568922305764,-0.020614035087719307,0.003947368421052588,0.003947368421052588,underdog,1,0
2025-10-22,Phoenix,Sacramento,4.5,linear,Home Favorite,0.4649122807017544,0,0,True,43,2025-10-22,Phoenix,Sacramento,104,-108,0.49019607843137253,0.5192307692307693,0.4649122807017544,0.5350877192982456,0.4813467492260062,0.524780701754386,-0.008849329205366352,0.005549932523616685,0.005549932523616685,underdog,0,1
2025-10-22,Minnesota,Portland,4.5,linear,Away Favorite,0.4952606635071089,0,0,True,43,2025-10-22,Minnesota,Portland,-110,-110,0.5238095238095238,0.5238095238095238,0.4952606635071089,0.5047393364928912,0.5138174227036786,0.5171349582487024,-0.009992101105845252,-0.006674565560821466,-0.006674565560821466,underdog,1,0
2025-10-23,Okla City,Indiana,8.5,linear,Away Favorite,0.2899520420761764,0,0,True,43,2025-10-23,Okla City,Indiana,-110,-110,0.5238095238095238,0.5238095238095238,0.2899520420761764,0.7100479579238236,0.44195940520285226,0.5889929757495287,-0.08185011860667157,0.06518345194000486,0.06518345194000486,underdog,0,1
2025-10-23,Golden State,Denver,2.5,linear,Home Favorite,0.6216512688859469,1,1,True,43,2025-10-23,Golden State,Denver,-110,-110,0.5238095238095238,0.5238095238095238,0.6216512688859469,0.3783487311140531,0.558054134586272,0.47289824636610905,0.03424461077674812,-0.05091127744341478,0.03424461077674812,favorite,1,1
2025-10-24,Toronto,Milwaukee,1.5,linear,Home Favorite,0.8921452751610448,1,0,False,43,2025-10-24,Toronto,Milwaukee,-107,102,0.5169082125603864,0.49504950495049505,0.8921452751610448,0.1078547248389552,0.6482411844706168,0.3595313319114561,0.1313329719102304,-0.13551817303903896,0.1313329719102304,favorite,1,0
