Date,Home,Away,Home Score,Away Score,Winner,Status
2026-04-12,Boston,Orlando,113,108,Boston,STATUS_FINAL
2026-04-12,Cleveland,Washington,130,117,Cleveland,STATUS_FINAL
2026-04-12,Indiana,Detroit,121,133,Detroit,STATUS_FINAL
2026-04-12,Miami,Atlanta,143,117,Miami,STATUS_FINAL
2026-04-12,New York,Charlotte,96,110,Charlotte,STATUS_FINAL
2026-04-12,Philadelphia,Milwaukee,126,106,Philadelphia,STATUS_FINAL
2026-04-12,Toronto,Brooklyn,136,101,Toronto,STATUS_FINAL
2026-04-12,Dallas,Chicago,149,128,Dallas,STATUS_FINAL
2026-04-12,Houston,Memphis,132,101,Houston,STATUS_FINAL
2026-04-12,Minnesota,New Orleans,132,126,Minnesota,STATUS_FINAL
2026-04-12,Oklahoma City,Phoenix,103,135,Phoenix,STATUS_FINAL
2026-04-12,San Antonio,Denver,118,128,Denver,STATUS_FINAL
2026-04-12,Los Angeles,Utah,131,107,Los Angeles,STATUS_FINAL
2026-04-12,LA,Golden State,115,110,LA,STATUS_FINAL
2026-04-12,Portland,Sacramento,122,110,Portland,STATUS_FINAL
