Date,Home,Away,Home Score,Away Score,Winner,Status
2025-11-01,Milwaukee,Sacramento,133,135,Sacramento,STATUS_FINAL
2025-11-01,Charlotte,Minnesota,105,122,Minnesota,STATUS_FINAL
2025-11-01,Indiana,Golden State,114,109,Indiana,STATUS_FINAL
2025-11-01,Washington,Orlando,94,125,Orlando,STATUS_FINAL
2025-11-01,Boston,Houston,101,128,Houston,STATUS_FINAL
2025-11-01,Detroit,Dallas,122,110,Detroit,STATUS_FINAL
