Date,Home,Away,Home Score,Away Score,Winner,Status
2026-03-23,Detroit,Los Angeles,113,110,Detroit,STATUS_FINAL
2026-03-23,Orlando,Indiana,126,128,Indiana,STATUS_FINAL
2026-03-23,Philadelphia,Oklahoma City,103,123,Oklahoma City,STATUS_FINAL
2026-03-23,Miami,San Antonio,111,136,San Antonio,STATUS_FINAL
2026-03-23,Atlanta,Memphis,146,107,Atlanta,STATUS_FINAL
2026-03-23,Chicago,Houston,132,124,Chicago,STATUS_FINAL
2026-03-23,Utah,Toronto,127,143,Toronto,STATUS_FINAL
2026-03-23,Dallas,Golden State,131,137,Golden State,STATUS_FINAL
2026-03-23,Portland,Brooklyn,134,99,Portland,STATUS_FINAL
2026-03-23,LA,Milwaukee,129,96,LA,STATUS_FINAL
