Date,Home,Away,Home Score,Away Score,Winner,Status
2026-03-24,Charlotte,Sacramento,134,90,Charlotte,STATUS_FINAL
2026-03-24,New York,New Orleans,121,116,New York,STATUS_FINAL
2026-03-24,Cleveland,Orlando,136,131,Cleveland,STATUS_FINAL
2026-03-24,Phoenix,Denver,123,125,Denver,STATUS_FINAL
