Date,Home,Away,Home Score,Away Score,Winner,Status
2026-01-13,Miami,Phoenix,127,121,Miami,STATUS_FINAL
2026-01-13,Houston,Chicago,119,113,Houston,STATUS_FINAL
2026-01-13,Milwaukee,Minnesota,106,139,Minnesota,STATUS_FINAL
2026-01-13,New Orleans,Denver,116,122,Denver,STATUS_FINAL
2026-01-13,Oklahoma City,San Antonio,119,98,Oklahoma City,STATUS_FINAL
2026-01-13,Los Angeles,Atlanta,141,116,Los Angeles,STATUS_FINAL
2026-01-13,Golden State,Portland,119,97,Golden State,STATUS_FINAL
