Date,Home,Away,Home Score,Away Score,Winner,Status
2026-02-12,Oklahoma City,Milwaukee,93,110,Milwaukee,STATUS_FINAL
2026-02-12,Utah,Portland,119,135,Portland,STATUS_FINAL
2026-02-12,Los Angeles,Dallas,124,104,Los Angeles,STATUS_FINAL
