Date,Home,Away,Home Score,Away Score,Winner,Status
2026-04-06,Atlanta,New York,105,108,New York,STATUS_FINAL
2026-04-06,Orlando,Detroit,123,107,Orlando,STATUS_FINAL
2026-04-06,Memphis,Cleveland,126,142,Cleveland,STATUS_FINAL
2026-04-06,San Antonio,Philadelphia,115,102,San Antonio,STATUS_FINAL
2026-04-06,Denver,Portland,137,132,Denver,STATUS_FINAL
