fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
LAC,ORL,-2.5,2.5,0.491,0.521,+104,-109,0,2026-02-22T21:05:00-05:00,LAC -2.5,2026-02-22T18:06:23.852+00:00
BOS,LAL,-1.5,1.5,0.515,0.491,-106,+104,0,2026-02-22T18:35:00-05:00,LAL +1.5,2026-02-22T18:08:49.882+00:00
MIN,PHI,-9.5,9.5,0.47,0.548,+113,-121,1,2026-02-22T19:05:00-05:00,MIN -9.5,2026-02-22T18:07:30.378+00:00
POR,PHX,-3.5,3.5,0.5,0.501,+100,-100,0,2026-02-22T20:05:00-05:00,PHX +3.5,2026-02-22T18:08:02.053+00:00
CHA,WAS,-11.5,11.5,0.51,0.5,-104,+100,0,2026-02-22T18:05:00-05:00,WAS +11.5,2026-02-22T18:08:21.89+00:00
ATL,BKN,-10.5,10.5,0.478,0.531,+109,-113,1,2026-02-22T15:35:00-05:00,ATL -10.5,2026-02-22T18:09:09.316+00:00
DEN,GSW,-6.5,6.5,0.524,0.478,-110,+109,1,2026-02-22T15:35:00-05:00,GSW +6.5,2026-02-22T18:07:30.378+00:00
TOR,MIL,-3.5,3.5,0.493,0.511,+103,-104,0,2026-02-22T15:35:00-05:00,MIL +3.5,2026-02-22T18:06:48.169+00:00
DAL,IND,-1.5,1.5,0.521,0.485,-109,+106,0,2026-02-22T17:05:00-05:00,IND +1.5,2026-02-22T18:02:41.835+00:00
NYK,CHI,-10.5,10.5,0.481,0.528,+108,-112,0,2026-02-22T20:05:00-05:00,CHI +10.5,2026-02-22T18:02:36.819+00:00
