fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
ORL,CHI,-5.5,5.5,0.479,0.523,+109,-110,0,2026-01-02T20:05:00-05:00,CHI +5.5,2026-01-02T17:38:18.494+00:00
MIL,CHA,-5.5,5.5,0.516,0.493,-107,+103,1,2026-01-02T20:05:00-05:00,MIL -5.5,2026-01-02T17:40:03.474+00:00
OKC,GSW,-9.5,9.5,0.492,0.528,+103,-112,0,2026-01-02T22:05:00-05:00,GSW +9.5,2026-01-02T17:39:01.245+00:00
SAS,IND,-5.5,5.5,0.52,0.481,-108,+108,0,2026-01-02T19:05:00-05:00,IND +5.5,2026-01-02T17:41:52.525+00:00
NYK,ATL,-6.5,6.5,0.514,0.499,-106,+100,0,2026-01-02T19:35:00-05:00,NYK -6.5,2026-01-02T17:33:56.967+00:00
POR,NOP,-2.5,2.5,0.514,0.504,-106,-102,0,2026-01-02T20:05:00-05:00,NOP +2.5,2026-01-02T17:40:48.888+00:00
LAL,MEM,-3.5,3.5,0.524,0.488,-110,+105,0,2026-01-02T22:35:00-05:00,LAL -3.5,2026-01-02T17:32:10.349+00:00
CLE,DEN,-13.5,13.5,0.517,0.494,-107,+102,1,2026-01-02T19:35:00-05:00,CLE -13.5,2026-01-02T17:40:18.991+00:00
PHX,SAC,-12.5,12.5,0.515,0.493,-106,+103,0,2026-01-02T21:05:00-05:00,PHX -12.5,2026-01-02T17:36:55.669+00:00
WAS,BKN,-3.5,3.5,0.5,0.505,+100,-102,1,2026-01-02T19:05:00-05:00,WAS -3.5,2026-01-02T17:35:57.868+00:00
