fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
HOU,MEM,-7.5,7.5,0.515,0.505,-106,-102,0,2025-11-05T20:05:00-05:00,MEM +7.5,2025-11-05T17:36:39.581+00:00
IND,BKN,-6.5,6.5,0.509,0.507,-104,-103,1,2025-11-05T19:05:00-05:00,IND -6.5,2025-11-05T17:37:39.836+00:00
CLE,PHI,-9.5,9.5,0.537,0.469,-116,+113,1,2025-11-05T19:05:00-05:00,CLE -9.5,2025-11-05T17:30:46.154+00:00
BOS,WAS,-12.5,12.5,0.514,0.505,-106,-102,1,2025-11-05T19:35:00-05:00,BOS -12.5,2025-11-05T17:30:46.739+00:00
OKC,POR,-4.5,4.5,0.483,0.526,+107,-111,0,2025-11-05T22:05:00-05:00,POR +4.5,2025-11-05T17:40:16.836+00:00
SAC,GSW,-2.5,2.5,0.537,0.484,-116,+107,1,2025-11-05T22:05:00-05:00,SAC -2.5,2025-11-05T17:34:25.804+00:00
DAL,NOP,-8.5,8.5,0.497,0.518,+101,-107,1,2025-11-05T20:35:00-05:00,DAL -8.5,2025-11-05T17:40:08.9+00:00
DET,UTA,-9.5,9.5,0.523,0.502,-110,-101,1,2025-11-05T19:05:00-05:00,DET -9.5,2025-11-05T17:40:16.836+00:00
DEN,MIA,-9.5,9.5,0.502,0.515,-101,-106,1,2025-11-05T21:05:00-05:00,DEN -9.5,2025-11-05T17:37:07.832+00:00
NYK,MIN,-3.5,3.5,0.504,0.518,-102,-107,0,2025-11-05T19:35:00-05:00,NYK -3.5,2025-11-05T17:37:38.68+00:00
LAL,SAS,-2.5,2.5,0.5,0.509,+100,-104,0,2025-11-05T22:05:00-05:00,LAL -2.5,2025-11-05T17:30:36.097+00:00
