fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
ORL,BOS,-3.5,3.5,0.5,0.514,+100,-106,1,2025-11-07T19:05:00-05:00,ORL -3.5,2025-11-07T17:40:04.03+00:00
HOU,SAS,-4.5,4.5,0.484,0.536,+107,-116,0,2025-11-07T19:35:00-05:00,SAS +4.5,2025-11-07T17:35:12.541+00:00
MIN,UTA,-11.5,11.5,0.509,0.5,-104,+100,1,2025-11-07T20:05:00-05:00,MIN -11.5,2025-11-07T17:29:38.538+00:00
MEM,DAL,-4.5,4.5,0.5,0.512,+100,-105,1,2025-11-07T20:05:00-05:00,MEM -4.5,2025-11-07T17:28:09.007+00:00
DEN,GSW,-10.5,10.5,0.497,0.525,+101,-111,1,2025-11-07T22:05:00-05:00,DEN -10.5,2025-11-07T17:25:36.101+00:00
MIA,CHA,-4.5,4.5,0.521,0.492,-109,+103,1,2025-11-07T20:05:00-05:00,MIA -4.5,2025-11-07T17:40:04.03+00:00
CLE,WAS,-13.5,13.5,0.503,0.498,-101,+101,0,2025-11-07T19:05:00-05:00,WAS +13.5,2025-11-07T17:39:09.92+00:00
DET,BKN,-10.5,10.5,0.497,0.51,+101,-104,0,2025-11-07T19:35:00-05:00,BKN +10.5,2025-11-07T17:39:56.354+00:00
MIL,CHI,-4.5,4.5,0.503,0.508,-101,-103,1,2025-11-07T20:05:00-05:00,MIL -4.5,2025-11-07T17:38:53.955+00:00
OKC,SAC,-10.5,10.5,0.529,0.481,-112,+108,0,2025-11-07T22:05:00-05:00,SAC +10.5,2025-11-07T17:38:50.848+00:00
ATL,TOR,-2.5,2.5,0.497,0.517,+101,-107,1,2025-11-07T19:35:00-05:00,ATL -2.5,2025-11-07T17:38:32.769+00:00
