fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
PHX,PHI,-1.5,1.5,0.51,0.495,-104,+102,0,2026-02-07T21:05:00-05:00,PHX -1.5,2026-02-07T18:04:33.999+00:00
POR,MEM,-8.5,8.5,0.501,0.511,-100,-104,1,2026-02-07T22:05:00-05:00,POR -8.5,2026-02-07T18:05:38.391+00:00
CLE,SAC,-12.5,12.5,0.49,0.531,+104,-113,0,2026-02-07T22:05:00-05:00,SAC +12.5,2026-02-07T18:06:43.62+00:00
LAL,GSW,-2.5,2.5,0.489,0.524,+104,-110,0,2026-02-07T20:35:00-05:00,LAL -2.5,2026-02-07T18:08:15.443+00:00
DEN,CHI,-5.5,5.5,0.511,0.498,-104,+101,0,2026-02-07T20:05:00-05:00,CHI +5.5,2026-02-07T17:56:44.898+00:00
BKN,WAS,-6.5,6.5,0.495,0.511,+102,-104,0,2026-02-07T15:05:00-05:00,BKN -6.5,2026-02-07T18:06:09.225+00:00
SAS,DAL,-9.5,9.5,0.521,0.491,-109,+104,0,2026-02-07T18:05:00-05:00,SAS -9.5,2026-02-07T18:08:09.536+00:00
OKC,HOU,-4.5,4.5,0.5,0.501,+100,-100,0,2026-02-07T15:35:00-05:00,OKC -4.5,2026-02-07T18:09:00.919+00:00
ORL,UTA,-7.5,7.5,0.501,0.511,-100,-104,1,2026-02-07T19:05:00-05:00,ORL -7.5,2026-02-07T18:05:38.391+00:00
CHA,ATL,-2.5,2.5,0.476,0.541,+110,-118,0,2026-02-07T19:35:00-05:00,ATL +2.5,2026-02-07T17:53:08.266+00:00
