fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
PHI,IND,-10.5,10.5,0.491,0.517,+104,-107,0,2026-02-24T19:05:00-05:00,IND +10.5,2026-02-24T18:20:58.712+00:00
TOR,OKC,-1.5,1.5,0.507,0.514,-103,-106,1,2026-02-24T19:35:00-05:00,TOR -1.5,2026-02-24T18:18:49.541+00:00
DAL,BKN,-1.5,1.5,0.521,0.488,-109,+105,0,2026-02-24T19:35:00-05:00,BKN +1.5,2026-02-24T18:07:31.761+00:00
ATL,WAS,-12.5,12.5,0.531,0.481,-113,+108,1,2026-02-24T19:35:00-05:00,ATL -12.5,2026-02-24T18:21:55.227+00:00
CLE,NYK,-4.5,4.5,0.478,0.531,+109,-113,1,2026-02-24T19:35:00-05:00,CLE -4.5,2026-02-24T18:13:22.594+00:00
GSW,NOP,-1.5,1.5,0.51,0.501,-104,-100,0,2026-02-24T20:05:00-05:00,NOP +1.5,2026-02-24T18:22:27.682+00:00
MIA,MIL,-6.5,6.5,0.498,0.509,+101,-104,0,2026-02-24T20:05:00-05:00,MIL +6.5,2026-02-24T18:22:07.164+00:00
CHA,CHI,-8.5,8.5,0.498,0.503,+101,-101,0,2026-02-24T20:05:00-05:00,CHI +8.5,2026-02-24T18:22:52.937+00:00
BOS,PHX,-6.5,6.5,0.518,0.495,-107,+102,0,2026-02-24T21:05:00-05:00,PHX +6.5,2026-02-24T18:18:46.047+00:00
MIN,POR,-6.5,6.5,0.511,0.498,-104,+101,0,2026-02-24T22:05:00-05:00,POR +6.5,2026-02-24T18:19:54.897+00:00
LAL,ORL,-5.5,5.5,0.5,0.52,+100,-108,0,2026-02-24T22:35:00-05:00,LAL -5.5,2026-02-24T18:22:13.59+00:00
