fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
SAS,GSW,-4.5,4.5,0.5,0.509,+100,-104,0,2025-11-12T20:05:00-05:00,SAS -4.5,2025-11-12T17:38:45.232+00:00
CHI,DET,-1.5,1.5,0.49,0.539,+104,-117,0,2025-11-12T19:05:00-05:00,DET +1.5,2025-11-12T17:41:15.655+00:00
NYK,ORL,-4.5,4.5,0.507,0.5,-103,+100,0,2025-11-12T19:05:00-05:00,NYK -4.5,2025-11-12T17:40:20.164+00:00
MIL,CHA,-4.5,4.5,0.531,0.49,-113,+104,0,2025-11-12T19:05:00-05:00,CHA +4.5,2025-11-12T17:41:15.655+00:00
BOS,MEM,-6.5,6.5,0.504,0.511,-102,-104,1,2025-11-12T19:35:00-05:00,BOS -6.5,2025-11-12T17:33:25.923+00:00
MIA,CLE,-5.5,5.5,0.515,0.493,-106,+103,1,2025-11-12T19:35:00-05:00,MIA -5.5,2025-11-12T17:33:17.42+00:00
HOU,WAS,-16.5,16.5,0.523,0.497,-110,+101,1,2025-11-12T20:05:00-05:00,HOU -16.5,2025-11-12T17:24:36.87+00:00
POR,NOP,-8.5,8.5,0.491,0.515,+104,-106,0,2025-11-12T20:05:00-05:00,NOP +8.5,2025-11-12T17:35:34.186+00:00
PHX,DAL,-1.5,1.5,0.499,0.521,+100,-109,0,2025-11-12T20:35:00-05:00,DAL +1.5,2025-11-12T17:33:14.914+00:00
OKC,LAL,-6.5,6.5,0.527,0.48,-111,+108,0,2025-11-12T21:35:00-05:00,OKC -6.5,2025-11-12T17:35:31.46+00:00
ATL,SAC,-3.5,3.5,0.506,0.512,-102,-105,0,2025-11-12T22:05:00-05:00,SAC +3.5,2025-11-12T17:35:14.307+00:00
DEN,LAC,-3.5,3.5,0.499,0.518,+100,-107,0,2025-11-12T22:35:00-05:00,LAC +3.5,2025-11-12T17:35:42.055+00:00
