fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
NYK,WAS,-13.5,13.5,0.475,0.54,+111,-117,0,2026-02-03T19:05:00-05:00,WAS +13.5,2026-02-03T17:48:19.48+00:00
BOS,DAL,-6.5,6.5,0.529,0.494,-112,+102,0,2026-02-03T20:05:00-05:00,DAL +6.5,2026-02-03T17:47:41.893+00:00
DET,DEN,-4.5,4.5,0.5,0.508,+100,-103,1,2026-02-03T19:05:00-05:00,DET -4.5,2026-02-03T17:45:50.234+00:00
MIA,ATL,-2.5,2.5,0.508,0.528,-103,-112,1,2026-02-03T19:35:00-05:00,MIA -2.5,2026-02-03T17:48:39.418+00:00
GSW,PHI,-3.5,3.5,0.51,0.512,-104,-105,0,2026-02-03T22:05:00-05:00,GSW -3.5,2026-02-03T17:48:07.977+00:00
PHX,POR,-2.5,2.5,0.5,0.51,+100,-104,0,2026-02-03T23:05:00-05:00,POR +2.5,2026-02-03T17:46:19.288+00:00
LAL,BKN,-9.5,9.5,0.47,0.551,+113,-123,0,2026-02-03T19:35:00-05:00,BKN +9.5,2026-02-03T17:48:14.914+00:00
OKC,ORL,-8.5,8.5,0.5,0.517,+100,-107,0,2026-02-03T20:05:00-05:00,OKC -8.5,2026-02-03T17:47:47.105+00:00
CHI,MIL,-2.5,2.5,0.5,0.518,+100,-107,0,2026-02-03T20:05:00-05:00,MIL +2.5,2026-02-03T17:44:31.602+00:00
IND,UTA,-3.5,3.5,0.485,0.54,+106,-117,1,2026-02-03T19:05:00-05:00,IND -3.5,2026-02-03T17:48:35.831+00:00
