fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
CLE,ATL,-6.5,6.5,0.507,0.516,-103,-107,0,2025-11-28T19:35:00-05:00,ATL +6.5,2025-11-28T17:39:20.555+00:00
NYK,MIL,-8.5,8.5,0.521,0.494,-109,+102,0,2025-11-28T19:35:00-05:00,NYK -8.5,2025-11-28T17:38:53.493+00:00
PHI,BKN,-6.5,6.5,0.53,0.484,-113,+107,0,2025-11-28T19:35:00-05:00,BKN +6.5,2025-11-28T17:35:20.664+00:00
CHI,CHA,-2.5,2.5,0.51,0.502,-104,-101,0,2025-11-28T19:35:00-05:00,CHA +2.5,2025-11-28T17:39:24.708+00:00
DEN,SAS,-7.5,7.5,0.5,0.51,+100,-104,1,2025-11-28T21:35:00-05:00,DEN -7.5,2025-11-28T17:36:41.025+00:00
UTA,SAC,-2.5,2.5,0.496,0.515,+102,-106,1,2025-11-28T21:35:00-05:00,UTA -2.5,2025-11-28T17:28:28.106+00:00
OKC,PHX,-14.5,14.5,0.518,0.487,-107,+105,0,2025-11-28T21:35:00-05:00,OKC -14.5,2025-11-28T17:31:16.438+00:00
LAC,MEM,-6.5,6.5,0.498,0.521,+101,-109,0,2025-11-28T22:05:00-05:00,LAC -6.5,2025-11-28T17:30:01.131+00:00
DET,ORL,-3.5,3.5,0.499,0.517,+100,-107,1,2025-11-28T19:35:00-05:00,DET -3.5,2025-11-28T17:37:51.037+00:00
IND,WAS,-6.5,6.5,0.531,0.486,-113,+106,1,2025-11-28T19:35:00-05:00,IND -6.5,2025-11-28T17:35:40.09+00:00
LAL,DAL,-10.5,10.5,0.499,0.512,+100,-105,0,2025-11-28T22:05:00-05:00,LAL -10.5,2025-11-28T17:35:20.664+00:00
