fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
POR,SAC,-17.5,17.5,0.508,0.51,-103,-104,1,2026-04-12T20:35:00-04:00,POR -17.5,2026-04-12T18:10:21.621+00:00
MIN,NOP,-5.5,5.5,0.498,0.531,+101,-113,1,2026-04-12T20:35:00-04:00,MIN -5.5,2026-04-12T17:46:23.748+00:00
HOU,MEM,-14.5,14.5,0.487,0.526,+105,-111,1,2026-04-12T20:35:00-04:00,HOU -14.5,2026-04-12T18:01:38.9+00:00
PHI,MIL,-15.5,15.5,0.507,0.514,-103,-106,1,2026-04-12T18:05:00-04:00,PHI -15.5,2026-04-12T18:11:19.178+00:00
LAC,GSW,-6.5,6.5,0.507,0.518,-103,-107,0,2026-04-12T20:35:00-04:00,LAC -6.5,2026-04-12T18:14:22.92+00:00
ORL,BOS,-12.5,12.5,0.519,0.49,-108,+104,0,2026-04-12T18:05:00-04:00,BOS +12.5,2026-04-12T18:13:59.802+00:00
MIA,ATL,-8.5,8.5,0.508,0.525,-103,-111,1,2026-04-12T18:05:00-04:00,MIA -8.5,2026-04-12T18:14:25.02+00:00
CHA,NYK,-14.5,14.5,0.5,0.528,+100,-112,0,2026-04-12T18:05:00-04:00,NYK +14.5,2026-04-12T18:14:37.307+00:00
TOR,BKN,-23.5,23.5,0.527,0.498,-111,+101,1,2026-04-12T18:05:00-04:00,TOR -23.5,2026-04-12T18:12:39.993+00:00
LAL,UTA,-13.5,13.5,0.502,0.507,-101,-103,0,2026-04-12T20:35:00-04:00,LAL -13.5,2026-04-12T18:13:22.951+00:00
DET,IND,-14.5,14.5,0.497,0.519,+101,-108,0,2026-04-12T18:05:00-04:00,IND +14.5,2026-04-12T18:12:45.126+00:00
OKC,PHX,-7.5,7.5,0.517,0.493,-107,+103,0,2026-04-12T20:35:00-04:00,OKC -7.5,2026-04-12T18:08:24.365+00:00
CLE,WAS,-10.5,10.5,0.521,0.498,-109,+101,1,2026-04-12T18:05:00-04:00,CLE -10.5,2026-04-12T18:08:58.782+00:00
DAL,CHI,-6.5,6.5,0.516,0.508,-107,-103,1,2026-04-12T20:35:00-04:00,DAL -6.5,2026-04-12T18:12:06.29+00:00
SAS,DEN,-11.5,11.5,0.496,0.518,+102,-107,0,2026-04-12T20:35:00-04:00,SAS -11.5,2026-04-12T18:10:38.508+00:00
