fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
NOP,WAS,-2.5,2.5,0.525,0.481,-111,+108,0,2026-01-09T19:05:00-05:00,WAS +2.5,2026-01-09T17:46:25.032+00:00
PHI,ORL,-3.5,3.5,0.512,0.49,-105,+104,0,2026-01-09T19:05:00-05:00,ORL +3.5,2026-01-09T17:47:06.632+00:00
LAC,BKN,-4.5,4.5,0.51,0.493,-104,+103,0,2026-01-09T19:35:00-05:00,BKN +4.5,2026-01-09T17:41:56.664+00:00
OKC,MEM,-5.5,5.5,0.497,0.512,+101,-105,0,2026-01-09T20:05:00-05:00,MEM +5.5,2026-01-09T17:45:06.95+00:00
DEN,ATL,-1.5,1.5,0.471,0.543,+112,-119,1,2026-01-09T21:05:00-05:00,DEN -1.5,2026-01-09T17:45:10.445+00:00
NYK,PHX,-1.5,1.5,0.491,0.529,+104,-112,0,2026-01-09T21:05:00-05:00,PHX +1.5,2026-01-09T17:39:47.987+00:00
GSW,SAC,-14.5,14.5,0.522,0.496,-109,+102,0,2026-01-09T22:05:00-05:00,GSW -14.5,2026-01-09T17:34:38.514+00:00
HOU,POR,-6.5,6.5,0.519,0.487,-108,+105,0,2026-01-09T22:05:00-05:00,POR +6.5,2026-01-09T17:45:27.874+00:00
LAL,MIL,-3.5,3.5,0.5,0.511,+100,-104,0,2026-01-09T22:35:00-05:00,LAL -3.5,2026-01-09T17:30:10.397+00:00
BOS,TOR,-9.5,9.5,0.523,0.49,-110,+104,1,2026-01-09T19:05:00-05:00,BOS -9.5,2026-01-09T17:47:03.421+00:00
