fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
HOU,SAC,-13.5,13.5,0.508,0.51,-103,-104,0,2026-01-11T21:05:00-05:00,SAC +13.5,2026-01-11T17:40:15.463+00:00
PHX,WAS,-14.5,14.5,0.495,0.508,+102,-103,0,2026-01-11T20:05:00-05:00,PHX -14.5,2026-01-11T17:40:04.466+00:00
ORL,NOP,-6.5,6.5,0.516,0.488,-107,+105,1,2026-01-11T15:05:00-05:00,ORL -6.5,2026-01-11T17:25:49.702+00:00
MIL,DEN,-2.5,2.5,0.511,0.502,-104,-101,0,2026-01-11T20:05:00-05:00,DEN +2.5,2026-01-11T17:41:14.998+00:00
GSW,ATL,-6.5,6.5,0.487,0.524,+105,-110,0,2026-01-11T20:35:00-05:00,GSW -6.5,2026-01-11T17:39:21.755+00:00
NYK,POR,-4.5,4.5,0.512,0.498,-105,+101,0,2026-01-11T18:05:00-05:00,POR +4.5,2026-01-11T17:39:47.03+00:00
PHI,TOR,-4.5,4.5,0.507,0.512,-103,-105,0,2026-01-11T18:05:00-05:00,TOR +4.5,2026-01-11T17:40:13.624+00:00
MIN,SAS,-2.5,2.5,0.5,0.517,+100,-107,1,2026-01-11T19:05:00-05:00,MIN -2.5,2026-01-11T17:40:02.431+00:00
OKC,MIA,-13.5,13.5,0.517,0.501,-107,-100,0,2026-01-11T19:05:00-05:00,OKC -13.5,2026-01-11T17:40:27.083+00:00
MEM,BKN,-8.5,8.5,0.484,0.53,+107,-113,1,2026-01-11T15:35:00-05:00,MEM -8.5,2026-01-11T17:41:13.804+00:00
