fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
HOU,TOR,-5.5,5.5,0.505,0.515,-102,-106,0,2025-10-29T18:35:00-04:00,TOR +5.5,2025-10-29T17:41:52.774+00:00
CLE,BOS,-3.5,3.5,0.493,0.514,+103,-106,0,2025-10-29T19:05:00-04:00,BOS +3.5,2025-10-29T17:41:21.833+00:00
ORL,DET,-1.5,1.5,0.523,0.481,-110,+108,0,2025-10-29T19:05:00-04:00,DET +1.5,2025-10-29T17:40:57.425+00:00
CHI,SAC,-4.5,4.5,0.527,0.486,-111,+106,1,2025-10-29T20:05:00-04:00,CHI -4.5,2025-10-29T17:41:35.332+00:00
ATL,BKN,-8.5,8.5,0.487,0.526,+105,-111,0,2025-10-29T19:35:00-04:00,BKN +8.5,2025-10-29T17:42:07.334+00:00
DAL,IND,-5.5,5.5,0.533,0.492,-114,+103,1,2025-10-29T20:35:00-04:00,DAL -5.5,2025-10-29T17:18:35.904+00:00
POR,UTA,-2.5,2.5,0.524,0.48,-110,+108,0,2025-10-29T21:05:00-04:00,UTA +2.5,2025-10-29T17:33:43.255+00:00
DEN,NOP,-12.5,12.5,0.508,0.5,-103,+100,1,2025-10-29T21:05:00-04:00,DEN -12.5,2025-10-29T17:32:18.407+00:00
MIN,LAL,-7.5,7.5,0.503,0.521,-101,-109,1,2025-10-29T21:35:00-04:00,MIN -7.5,2025-10-29T17:08:04.891+00:00
MEM,PHX,-1.5,1.5,0.522,0.497,-109,+101,0,2025-10-29T22:05:00-04:00,PHX +1.5,2025-10-29T17:32:29.051+00:00
