fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
ATL,POR,-5.5,5.5,0.52,0.5,-108,+100,1,2026-03-01T18:05:00-05:00,ATL -5.5,2026-03-01T18:08:18.231+00:00
BOS,PHI,-9.5,9.5,0.511,0.5,-104,+100,1,2026-03-01T20:05:00-05:00,BOS -9.5,2026-03-01T18:02:57.266+00:00
LAC,NOP,-8.5,8.5,0.513,0.501,-105,-100,0,2026-03-01T21:05:00-05:00,LAC -8.5,2026-03-01T17:46:03.567+00:00
OKC,DAL,-15.5,15.5,0.498,0.521,+101,-109,0,2026-03-01T20:05:00-05:00,DAL +15.5,2026-03-01T18:08:15.069+00:00
CLE,BKN,-12.5,12.5,0.491,0.52,+104,-108,0,2026-03-01T15:35:00-05:00,BKN +12.5,2026-03-01T18:08:15.505+00:00
DEN,MIN,-2.5,2.5,0.538,0.48,-116,+108,1,2026-03-01T15:35:00-05:00,DEN -2.5,2026-03-01T18:08:04.28+00:00
DET,ORL,-5.5,5.5,0.499,0.531,+100,-113,0,2026-03-01T18:05:00-05:00,ORL +5.5,2026-03-01T18:07:11.955+00:00
LAL,SAC,-12.5,12.5,0.511,0.506,-104,-102,0,2026-03-01T21:35:00-05:00,LAL -12.5,2026-03-01T18:07:14.073+00:00
MIL,CHI,-2.5,2.5,0.511,0.501,-104,-100,0,2026-03-01T15:35:00-05:00,CHI +2.5,2026-03-01T18:03:50.044+00:00
IND,MEM,-1.5,1.5,0.493,0.529,+103,-112,1,2026-03-01T17:05:00-05:00,IND -1.5,2026-03-01T17:43:47.761+00:00
