fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
HOU,DEN,-1.5,1.5,0.479,0.532,+109,-114,0,2025-12-20T17:05:00-05:00,DEN +1.5,2025-12-20T17:32:24.606+00:00
BOS,TOR,-1.5,1.5,0.498,0.515,+101,-106,0,2025-12-20T19:05:00-05:00,TOR +1.5,2025-12-20T17:17:59.752+00:00
NOP,IND,-2.5,2.5,0.497,0.512,+101,-105,0,2025-12-20T19:05:00-05:00,NOP -2.5,2025-12-20T17:36:52.752+00:00
DET,CHA,-10.5,10.5,0.519,0.501,-108,-100,1,2025-12-20T19:35:00-05:00,DET -10.5,2025-12-20T17:27:20.395+00:00
ORL,UTA,-7.5,7.5,0.507,0.506,-103,-102,0,2025-12-20T21:35:00-05:00,UTA +7.5,2025-12-20T17:37:01.231+00:00
POR,SAC,-4.5,4.5,0.505,0.502,-102,-101,0,2025-12-20T22:05:00-05:00,SAC +4.5,2025-12-20T17:38:45.004+00:00
LAL,LAC,-1.5,1.5,0.502,0.507,-101,-103,0,2025-12-20T22:35:00-05:00,LAC +1.5,2025-12-20T17:38:47.212+00:00
MEM,WAS,-13.5,13.5,0.488,0.531,+105,-113,1,2025-12-20T20:05:00-05:00,MEM -13.5,2025-12-20T17:30:15.033+00:00
GSW,PHX,-5.5,5.5,0.531,0.481,-113,+108,0,2025-12-20T20:35:00-05:00,GSW -5.5,2025-12-20T17:32:25.619+00:00
PHI,DAL,-2.5,2.5,0.523,0.487,-110,+105,1,2025-12-20T19:05:00-05:00,PHI -2.5,2025-12-20T17:30:24.789+00:00
