fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
ATL,CHA,-5.5,5.5,0.507,0.511,-103,-104,0,2025-12-18T19:05:00-05:00,CHA +5.5,2025-12-18T17:30:38.542+00:00
NYK,IND,-4.5,4.5,0.504,0.51,-102,-104,0,2025-12-18T19:05:00-05:00,IND +4.5,2025-12-18T17:43:21.86+00:00
MIA,BKN,-7.5,7.5,0.493,0.512,+103,-105,0,2025-12-18T19:35:00-05:00,BKN +7.5,2025-12-18T17:35:03.411+00:00
OKC,LAC,-17.5,17.5,0.51,0.507,-104,-103,0,2025-12-18T20:05:00-05:00,OKC -17.5,2025-12-18T17:46:09.356+00:00
SAS,WAS,-15.5,15.5,0.507,0.519,-103,-108,0,2025-12-18T20:05:00-05:00,SAS -15.5,2025-12-18T17:46:40.042+00:00
HOU,NOP,-9.5,9.5,0.506,0.505,-102,-102,0,2025-12-18T20:05:00-05:00,NOP +9.5,2025-12-18T17:45:12.294+00:00
TOR,MIL,-4.5,4.5,0.516,0.507,-107,-103,0,2025-12-18T20:05:00-05:00,MIL +4.5,2025-12-18T17:41:55.254+00:00
DET,DAL,-6.5,6.5,0.549,0.473,-122,+111,0,2025-12-18T20:35:00-05:00,DAL +6.5,2025-12-18T17:46:06.266+00:00
GSW,PHX,-1.5,1.5,0.519,0.493,-108,+103,0,2025-12-18T21:05:00-05:00,PHX +1.5,2025-12-18T17:33:29.896+00:00
LAL,UTA,-8.5,8.5,0.482,0.526,+107,-111,0,2025-12-18T21:05:00-05:00,UTA +8.5,2025-12-18T17:35:38.416+00:00
DEN,ORL,-6.5,6.5,0.521,0.488,-109,+105,1,2025-12-18T21:05:00-05:00,DEN -6.5,2025-12-18T17:37:25.398+00:00
POR,SAC,-8.5,8.5,0.51,0.497,-104,+101,1,2025-12-18T22:05:00-05:00,POR -8.5,2025-12-18T17:32:02.397+00:00
