fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
CHA,DAL,-13.5,13.5,0.49,0.52,+104,-108,1,2026-03-03T19:05:00-05:00,CHA -13.5,2026-03-03T18:09:48.226+00:00
DET,CLE,-2.5,2.5,0.512,0.498,-105,+101,0,2026-03-03T19:05:00-05:00,CLE +2.5,2026-03-03T18:14:04.715+00:00
NYK,TOR,-2.5,2.5,0.501,0.505,-100,-102,0,2026-03-03T19:35:00-05:00,TOR +2.5,2026-03-03T18:10:33.928+00:00
MIA,BKN,-12.5,12.5,0.521,0.49,-109,+104,1,2026-03-03T19:35:00-05:00,MIA -12.5,2026-03-03T18:12:29.813+00:00
OKC,CHI,-10.5,10.5,0.481,0.524,+108,-110,0,2026-03-03T20:05:00-05:00,CHI +10.5,2026-03-03T18:13:50.457+00:00
MIN,MEM,-14.5,14.5,0.501,0.51,-100,-104,1,2026-03-03T20:05:00-05:00,MIN -14.5,2026-03-03T18:15:50.335+00:00
LAL,NOP,-8.5,8.5,0.519,0.5,-108,+100,0,2026-03-03T22:35:00-05:00,LAL -8.5,2026-03-03T18:17:28.072+00:00
SAS,PHI,-8.5,8.5,0.499,0.521,+100,-109,0,2026-03-03T20:05:00-05:00,PHI +8.5,2026-03-03T18:11:25.634+00:00
PHX,SAC,-9.5,9.5,0.511,0.505,-104,-102,0,2026-03-03T23:05:00-05:00,SAC +9.5,2026-03-03T18:05:51.589+00:00
ORL,WAS,-16.5,16.5,0.505,0.522,-102,-109,1,2026-03-03T19:05:00-05:00,ORL -16.5,2026-03-03T18:14:29.835+00:00
