fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
PHX,MIL,-11.5,11.5,0.491,0.521,+104,-109,0,2026-03-21T22:05:00-04:00,PHX -11.5,2026-03-21T18:07:32.535+00:00
CHA,MEM,-17.5,17.5,0.524,0.491,-110,+104,1,2026-03-21T19:05:00-04:00,CHA -17.5,2026-03-21T18:06:30.632+00:00
CLE,NOP,-4.5,4.5,0.501,0.504,-100,-102,0,2026-03-21T19:05:00-04:00,NOP +4.5,2026-03-21T18:07:51.085+00:00
OKC,WAS,-21.5,21.5,0.49,0.521,+104,-109,0,2026-03-21T17:05:00-04:00,WAS +21.5,2026-03-21T18:04:14.672+00:00
PHI,UTA,-5.5,5.5,0.491,0.515,+104,-106,0,2026-03-21T21:35:00-04:00,UTA +5.5,2026-03-21T18:06:55.146+00:00
LAC,DAL,-7.5,7.5,0.52,0.5,-108,+100,0,2026-03-21T20:35:00-04:00,DAL +7.5,2026-03-21T18:08:40.596+00:00
SAS,IND,-17.5,17.5,0.499,0.511,+100,-104,0,2026-03-21T20:05:00-04:00,SAS -17.5,2026-03-21T18:06:25.608+00:00
ATL,GSW,-10.5,10.5,0.501,0.511,-100,-104,1,2026-03-21T20:05:00-04:00,ATL -10.5,2026-03-21T18:07:36.562+00:00
LAL,ORL,-3.5,3.5,0.481,0.531,+108,-113,0,2026-03-21T19:05:00-04:00,ORL +3.5,2026-03-21T18:01:38.218+00:00
HOU,MIA,-2.5,2.5,0.521,0.49,-109,+104,1,2026-03-21T20:05:00-04:00,HOU -2.5,2026-03-21T17:59:25.765+00:00
