fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
LAC,MIL,-13.5,13.5,0.481,0.526,+108,-111,0,2026-03-23T22:35:00-04:00,LAC -13.5,2026-03-23T18:14:08.037+00:00
TOR,UTA,-11.5,11.5,0.495,0.524,+102,-110,0,2026-03-23T21:05:00-04:00,UTA +11.5,2026-03-23T18:05:42.272+00:00
ORL,IND,-12.5,12.5,0.49,0.515,+104,-106,1,2026-03-23T19:05:00-04:00,ORL -12.5,2026-03-23T18:16:25.237+00:00
OKC,PHI,-15.5,15.5,0.527,0.485,-111,+106,0,2026-03-23T19:05:00-04:00,PHI +15.5,2026-03-23T18:19:18.434+00:00
HOU,CHI,-8.5,8.5,0.511,0.5,-104,+100,0,2026-03-23T20:05:00-04:00,CHI +8.5,2026-03-23T18:19:02.31+00:00
ATL,MEM,-14.5,14.5,0.495,0.511,+102,-104,1,2026-03-23T19:35:00-04:00,ATL -14.5,2026-03-23T18:03:43.723+00:00
POR,BKN,-14.5,14.5,0.531,0.481,-113,+108,1,2026-03-23T22:05:00-04:00,POR -14.5,2026-03-23T18:19:16.236+00:00
GSW,DAL,-1.5,1.5,0.529,0.489,-112,+104,0,2026-03-23T21:35:00-04:00,DAL +1.5,2026-03-23T18:16:54.521+00:00
LAL,DET,-1.5,1.5,0.499,0.519,+100,-108,0,2026-03-23T19:05:00-04:00,DET +1.5,2026-03-23T18:19:23.625+00:00
SAS,MIA,-4.5,4.5,0.473,0.531,+111,-113,0,2026-03-23T19:05:00-04:00,MIA +4.5,2026-03-23T18:18:36.999+00:00
