fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
POR,CHI,-4.5,4.5,0.515,0.501,-106,-100,0,2026-02-26T20:05:00-05:00,CHI +4.5,2026-02-26T18:17:27.263+00:00
LAL,PHX,-5.5,5.5,0.511,0.497,-104,+101,0,2026-02-26T21:05:00-05:00,PHX +5.5,2026-02-26T18:14:57.032+00:00
SAS,BKN,-11.5,11.5,0.511,0.508,-104,-103,0,2026-02-26T19:35:00-05:00,BKN +11.5,2026-02-26T18:15:59.529+00:00
DAL,SAC,-7.5,7.5,0.478,0.541,+109,-118,1,2026-02-26T20:35:00-05:00,DAL -7.5,2026-02-26T18:15:01.086+00:00
CHA,IND,-13.5,13.5,0.478,0.531,+109,-113,0,2026-02-26T19:05:00-05:00,IND +13.5,2026-02-26T18:16:52.288+00:00
ATL,WAS,-9.5,9.5,0.507,0.51,-103,-104,1,2026-02-26T19:35:00-05:00,ATL -9.5,2026-02-26T18:16:27.132+00:00
NOP,UTA,-7.5,7.5,0.486,0.528,+106,-112,0,2026-02-26T21:05:00-05:00,UTA +7.5,2026-02-26T18:17:04.326+00:00
MIN,LAC,-5.5,5.5,0.518,0.493,-107,+103,0,2026-02-26T22:05:00-05:00,LAC +5.5,2026-02-26T18:12:51.722+00:00
PHI,MIA,-2.5,2.5,0.519,0.491,-108,+104,1,2026-02-26T19:05:00-05:00,PHI -2.5,2026-02-26T18:17:04.326+00:00
HOU,ORL,-3.5,3.5,0.471,0.536,+112,-116,0,2026-02-26T19:35:00-05:00,ORL +3.5,2026-02-26T18:16:29.275+00:00
