date,game_id,home_team,away_team,favorite_team,underdog_team,spread,model_name,pick_side,pick_team,pick_line,result
2025-10-24,2025-10-24_SanAntonio_NewOrleans,New Orleans,San Antonio,San Antonio,New Orleans,4.5,Decision Tree,UNDERDOG,New Orleans,4.5,WIN
2025-10-24,2025-10-24_Dallas_Washington,Dallas,Washington,Dallas,Washington,9.5,Logistic,UNDERDOG,Washington,9.5,WIN
2025-10-24,2025-10-24_Dallas_Washington,Dallas,Washington,Dallas,Washington,9.5,Linear,UNDERDOG,Washington,9.5,WIN
2025-10-24,2025-10-24_Dallas_Washington,Dallas,Washington,Dallas,Washington,9.5,Random Forest,UNDERDOG,Washington,9.5,WIN
2025-10-24,2025-10-24_Dallas_Washington,Dallas,Washington,Dallas,Washington,9.5,Decision Tree,FAVORITE,Dallas,-9.5,LOSS
2025-10-24,2025-10-24_Minnesota_LaLakers,La Lakers,Minnesota,Minnesota,La Lakers,2.5,Logistic,UNDERDOG,La Lakers,2.5,WIN
2025-10-24,2025-10-24_Minnesota_LaLakers,La Lakers,Minnesota,Minnesota,La Lakers,2.5,Linear,UNDERDOG,La Lakers,2.5,WIN
2025-10-24,2025-10-24_Minnesota_LaLakers,La Lakers,Minnesota,Minnesota,La Lakers,2.5,Random Forest,FAVORITE,Minnesota,-2.5,LOSS
2025-10-24,2025-10-24_Minnesota_LaLakers,La Lakers,Minnesota,Minnesota,La Lakers,2.5,Decision Tree,FAVORITE,Minnesota,-2.5,LOSS
2025-10-24,2025-10-24_GoldenState_Portland,Portland,Golden State,Golden State,Portland,2.5,Logistic,UNDERDOG,Portland,2.5,WIN
2025-10-24,2025-10-24_GoldenState_Portland,Portland,Golden State,Golden State,Portland,2.5,Linear,UNDERDOG,Portland,2.5,WIN
2025-10-24,2025-10-24_GoldenState_Portland,Portland,Golden State,Golden State,Portland,2.5,Random Forest,NO BET,,,NO BET
2025-10-24,2025-10-24_GoldenState_Portland,Portland,Golden State,Golden State,Portland,2.5,Decision Tree,FAVORITE,Golden State,-2.5,LOSS
2025-10-24,2025-10-24_Sacramento_Utah,Sacramento,Utah,Sacramento,Utah,5.5,Logistic,NO BET,,,NO BET
2025-10-24,2025-10-24_Sacramento_Utah,Sacramento,Utah,Sacramento,Utah,5.5,Linear,UNDERDOG,Utah,5.5,WIN
2025-10-24,2025-10-24_Sacramento_Utah,Sacramento,Utah,Sacramento,Utah,5.5,Random Forest,UNDERDOG,Utah,5.5,WIN
2025-10-24,2025-10-24_Sacramento_Utah,Sacramento,Utah,Sacramento,Utah,5.5,Decision Tree,UNDERDOG,Utah,5.5,WIN
2025-10-24,2025-10-24_LaClippers_Phoenix,La Clippers,Phoenix,La Clippers,Phoenix,9.5,Logistic,UNDERDOG,Phoenix,9.5,LOSS
2025-10-24,2025-10-24_LaClippers_Phoenix,La Clippers,Phoenix,La Clippers,Phoenix,9.5,Linear,UNDERDOG,Phoenix,9.5,LOSS
2025-10-24,2025-10-24_LaClippers_Phoenix,La Clippers,Phoenix,La Clippers,Phoenix,9.5,Random Forest,UNDERDOG,Phoenix,9.5,LOSS
2025-10-24,2025-10-24_LaClippers_Phoenix,La Clippers,Phoenix,La Clippers,Phoenix,9.5,Decision Tree,UNDERDOG,Phoenix,9.5,LOSS
2025-10-25,2025-10-25_Orlando_Chicago,Orlando,Chicago,Orlando,Chicago,6.5,Logistic,UNDERDOG,Chicago,6.5,LOSS
2025-10-25,2025-10-25_Orlando_Chicago,Orlando,Chicago,Orlando,Chicago,6.5,Linear,UNDERDOG,Chicago,6.5,LOSS
2025-10-25,2025-10-25_Orlando_Chicago,Orlando,Chicago,Orlando,Chicago,6.5,Random Forest,UNDERDOG,Chicago,6.5,LOSS
2025-10-25,2025-10-25_Orlando_Chicago,Orlando,Chicago,Orlando,Chicago,6.5,Decision Tree,UNDERDOG,Chicago,6.5,LOSS
2025-10-25,2025-10-25_OklaCity_Atlanta,Atlanta,Okla City,Okla City,Atlanta,6.5,Logistic,UNDERDOG,Atlanta,6.5,LOSS
2025-10-25,2025-10-25_OklaCity_Atlanta,Atlanta,Okla City,Okla City,Atlanta,6.5,Linear,UNDERDOG,Atlanta,6.5,LOSS
2025-10-25,2025-10-25_OklaCity_Atlanta,Atlanta,Okla City,Okla City,Atlanta,6.5,Random Forest,UNDERDOG,Atlanta,6.5,LOSS
2025-10-25,2025-10-25_OklaCity_Atlanta,Atlanta,Okla City,Okla City,Atlanta,6.5,Decision Tree,FAVORITE,Okla City,-6.5,WIN
2025-10-25,2025-10-25_Philadelphia_Charlotte,Philadelphia,Charlotte,Philadelphia,Charlotte,4.5,Logistic,UNDERDOG,Charlotte,4.5,WIN
2025-10-25,2025-10-25_Philadelphia_Charlotte,Philadelphia,Charlotte,Philadelphia,Charlotte,4.5,Linear,UNDERDOG,Charlotte,4.5,WIN
2025-10-25,2025-10-25_Philadelphia_Charlotte,Philadelphia,Charlotte,Philadelphia,Charlotte,4.5,Random Forest,UNDERDOG,Charlotte,4.5,WIN
2025-10-25,2025-10-25_Philadelphia_Charlotte,Philadelphia,Charlotte,Philadelphia,Charlotte,4.5,Decision Tree,FAVORITE,Philadelphia,-4.5,LOSS
2025-10-25,2025-10-25_Memphis_Indiana,Memphis,Indiana,Memphis,Indiana,1.5,Logistic,UNDERDOG,Indiana,1.5,LOSS
2025-10-25,2025-10-25_Memphis_Indiana,Memphis,Indiana,Memphis,Indiana,1.5,Linear,UNDERDOG,Indiana,1.5,LOSS
2025-10-25,2025-10-25_Memphis_Indiana,Memphis,Indiana,Memphis,Indiana,1.5,Random Forest,UNDERDOG,Indiana,1.5,LOSS
2025-10-25,2025-10-25_Memphis_Indiana,Memphis,Indiana,Memphis,Indiana,1.5,Decision Tree,UNDERDOG,Indiana,1.5,LOSS
2025-10-25,2025-10-25_Denver_Phoenix,Denver,Phoenix,Denver,Phoenix,13.5,Logistic,FAVORITE,Denver,-13.5,WIN
2025-10-25,2025-10-25_Denver_Phoenix,Denver,Phoenix,Denver,Phoenix,13.5,Linear,FAVORITE,Denver,-13.5,WIN
2025-10-25,2025-10-25_Denver_Phoenix,Denver,Phoenix,Denver,Phoenix,13.5,Random Forest,FAVORITE,Denver,-13.5,WIN
2025-10-25,2025-10-25_Denver_Phoenix,Denver,Phoenix,Denver,Phoenix,13.5,Decision Tree,FAVORITE,Denver,-13.5,WIN
2025-10-26,2025-10-26_SanAntonio_Brooklyn,Brooklyn,San Antonio,San Antonio,Brooklyn,10.5,Logistic,UNDERDOG,Brooklyn,10.5,WIN
2025-10-26,2025-10-26_SanAntonio_Brooklyn,Brooklyn,San Antonio,San Antonio,Brooklyn,10.5,Linear,UNDERDOG,Brooklyn,10.5,WIN
2025-10-26,2025-10-26_SanAntonio_Brooklyn,Brooklyn,San Antonio,San Antonio,Brooklyn,10.5,Random Forest,UNDERDOG,Brooklyn,10.5,WIN
2025-10-26,2025-10-26_SanAntonio_Brooklyn,Brooklyn,San Antonio,San Antonio,Brooklyn,10.5,Decision Tree,UNDERDOG,Brooklyn,10.5,WIN
2025-10-26,2025-10-26_Detroit_Boston,Detroit,Boston,Detroit,Boston,3.5,Logistic,UNDERDOG,Boston,3.5,LOSS
2025-10-26,2025-10-26_Detroit_Boston,Detroit,Boston,Detroit,Boston,3.5,Linear,UNDERDOG,Boston,3.5,LOSS
2025-10-26,2025-10-26_Detroit_Boston,Detroit,Boston,Detroit,Boston,3.5,Random Forest,UNDERDOG,Boston,3.5,LOSS
2025-10-26,2025-10-26_Detroit_Boston,Detroit,Boston,Detroit,Boston,3.5,Decision Tree,FAVORITE,Detroit,-3.5,WIN
2025-10-26,2025-10-26_Cleveland_Milwaukee,Cleveland,Milwaukee,Cleveland,Milwaukee,6.5,Logistic,FAVORITE,Cleveland,-6.5,LOSS
2025-10-26,2025-10-26_Cleveland_Milwaukee,Cleveland,Milwaukee,Cleveland,Milwaukee,6.5,Linear,FAVORITE,Cleveland,-6.5,LOSS
2025-10-26,2025-10-26_Cleveland_Milwaukee,Cleveland,Milwaukee,Cleveland,Milwaukee,6.5,Random Forest,FAVORITE,Cleveland,-6.5,LOSS
2025-10-26,2025-10-26_Cleveland_Milwaukee,Cleveland,Milwaukee,Cleveland,Milwaukee,6.5,Decision Tree,FAVORITE,Cleveland,-6.5,LOSS
2025-10-26,2025-10-26_NewYork_Miami,Miami,New York,New York,Miami,2.5,Logistic,FAVORITE,New York,-2.5,LOSS
2025-10-26,2025-10-26_NewYork_Miami,Miami,New York,New York,Miami,2.5,Linear,FAVORITE,New York,-2.5,LOSS
2025-10-26,2025-10-26_NewYork_Miami,Miami,New York,New York,Miami,2.5,Random Forest,UNDERDOG,Miami,2.5,WIN
2025-10-26,2025-10-26_NewYork_Miami,Miami,New York,New York,Miami,2.5,Decision Tree,FAVORITE,New York,-2.5,LOSS
2025-10-26,2025-10-26_Washington_Charlotte,Washington,Charlotte,Washington,Charlotte,2.5,Logistic,FAVORITE,Washington,-2.5,LOSS
2025-10-26,2025-10-26_Washington_Charlotte,Washington,Charlotte,Washington,Charlotte,2.5,Linear,FAVORITE,Washington,-2.5,LOSS
2025-10-26,2025-10-26_Washington_Charlotte,Washington,Charlotte,Washington,Charlotte,2.5,Random Forest,FAVORITE,Washington,-2.5,LOSS
2025-10-26,2025-10-26_Washington_Charlotte,Washington,Charlotte,Washington,Charlotte,2.5,Decision Tree,FAVORITE,Washington,-2.5,LOSS
2025-10-26,2025-10-26_Minnesota_Indiana,Minnesota,Indiana,Minnesota,Indiana,12.5,Logistic,UNDERDOG,Indiana,12.5,WIN
2025-10-26,2025-10-26_Minnesota_Indiana,Minnesota,Indiana,Minnesota,Indiana,12.5,Linear,UNDERDOG,Indiana,12.5,WIN
2025-10-26,2025-10-26_Minnesota_Indiana,Minnesota,Indiana,Minnesota,Indiana,12.5,Random Forest,FAVORITE,Minnesota,-12.5,LOSS
2025-10-26,2025-10-26_Minnesota_Indiana,Minnesota,Indiana,Minnesota,Indiana,12.5,Decision Tree,UNDERDOG,Indiana,12.5,WIN
2025-10-26,2025-10-26_Dallas_Toronto,Dallas,Toronto,Dallas,Toronto,1.5,Logistic,UNDERDOG,Toronto,1.5,LOSS
2025-10-26,2025-10-26_Dallas_Toronto,Dallas,Toronto,Dallas,Toronto,1.5,Linear,UNDERDOG,Toronto,1.5,LOSS
2025-10-26,2025-10-26_Dallas_Toronto,Dallas,Toronto,Dallas,Toronto,1.5,Random Forest,UNDERDOG,Toronto,1.5,LOSS
2025-10-26,2025-10-26_Dallas_Toronto,Dallas,Toronto,Dallas,Toronto,1.5,Decision Tree,FAVORITE,Dallas,-1.5,WIN
2025-10-26,2025-10-26_LaClippers_Portland,La Clippers,Portland,La Clippers,Portland,8.5,Logistic,FAVORITE,La Clippers,-8.5,LOSS
2025-10-26,2025-10-26_LaClippers_Portland,La Clippers,Portland,La Clippers,Portland,8.5,Linear,FAVORITE,La Clippers,-8.5,LOSS
2025-10-26,2025-10-26_LaClippers_Portland,La Clippers,Portland,La Clippers,Portland,8.5,Random Forest,FAVORITE,La Clippers,-8.5,LOSS
2025-10-26,2025-10-26_LaClippers_Portland,La Clippers,Portland,La Clippers,Portland,8.5,Decision Tree,UNDERDOG,Portland,8.5,WIN
2025-10-26,2025-10-26_LaLakers_Sacramento,Sacramento,La Lakers,La Lakers,Sacramento,2.5,Logistic,UNDERDOG,Sacramento,2.5,LOSS
2025-10-26,2025-10-26_LaLakers_Sacramento,Sacramento,La Lakers,La Lakers,Sacramento,2.5,Linear,UNDERDOG,Sacramento,2.5,LOSS
2025-10-26,2025-10-26_LaLakers_Sacramento,Sacramento,La Lakers,La Lakers,Sacramento,2.5,Random Forest,UNDERDOG,Sacramento,2.5,LOSS
2025-10-26,2025-10-26_LaLakers_Sacramento,Sacramento,La Lakers,La Lakers,Sacramento,2.5,Decision Tree,UNDERDOG,Sacramento,2.5,LOSS
2025-10-27,2025-10-27_Cleveland_Detroit,Detroit,Cleveland,Cleveland,Detroit,2.5,Logistic,FAVORITE,Cleveland,-2.5,WIN
2025-10-27,2025-10-27_Cleveland_Detroit,Detroit,Cleveland,Cleveland,Detroit,2.5,Linear,FAVORITE,Cleveland,-2.5,WIN
2025-10-27,2025-10-27_Cleveland_Detroit,Detroit,Cleveland,Cleveland,Detroit,2.5,Random Forest,FAVORITE,Cleveland,-2.5,WIN
2025-10-27,2025-10-27_Cleveland_Detroit,Detroit,Cleveland,Cleveland,Detroit,2.5,Decision Tree,UNDERDOG,Detroit,2.5,LOSS
2025-10-27,2025-10-27_Orlando_Philadelphia,Philadelphia,Orlando,Orlando,Philadelphia,5.5,Logistic,UNDERDOG,Philadelphia,5.5,WIN
2025-10-27,2025-10-27_Orlando_Philadelphia,Philadelphia,Orlando,Orlando,Philadelphia,5.5,Linear,UNDERDOG,Philadelphia,5.5,WIN
2025-10-27,2025-10-27_Orlando_Philadelphia,Philadelphia,Orlando,Orlando,Philadelphia,5.5,Random Forest,UNDERDOG,Philadelphia,5.5,WIN
2025-10-27,2025-10-27_Orlando_Philadelphia,Philadelphia,Orlando,Orlando,Philadelphia,5.5,Decision Tree,UNDERDOG,Philadelphia,5.5,WIN
2025-10-27,2025-10-27_Atlanta_Chicago,Chicago,Atlanta,Atlanta,Chicago,2.5,Logistic,UNDERDOG,Chicago,2.5,WIN
2025-10-27,2025-10-27_Atlanta_Chicago,Chicago,Atlanta,Atlanta,Chicago,2.5,Linear,UNDERDOG,Chicago,2.5,WIN
2025-10-27,2025-10-27_Atlanta_Chicago,Chicago,Atlanta,Atlanta,Chicago,2.5,Random Forest,UNDERDOG,Chicago,2.5,WIN
2025-10-27,2025-10-27_Atlanta_Chicago,Chicago,Atlanta,Atlanta,Chicago,2.5,Decision Tree,UNDERDOG,Chicago,2.5,WIN
2025-10-27,2025-10-27_Houston_Brooklyn,Houston,Brooklyn,Houston,Brooklyn,15.5,Logistic,FAVORITE,Houston,-15.5,WIN
2025-10-27,2025-10-27_Houston_Brooklyn,Houston,Brooklyn,Houston,Brooklyn,15.5,Linear,FAVORITE,Houston,-15.5,WIN
2025-10-27,2025-10-27_Houston_Brooklyn,Houston,Brooklyn,Houston,Brooklyn,15.5,Random Forest,FAVORITE,Houston,-15.5,WIN
2025-10-27,2025-10-27_Houston_Brooklyn,Houston,Brooklyn,Houston,Brooklyn,15.5,Decision Tree,UNDERDOG,Brooklyn,15.5,LOSS
2025-10-27,2025-10-27_NewOrleans_Boston,New Orleans,Boston,New Orleans,Boston,1.5,Logistic,FAVORITE,New Orleans,-1.5,LOSS
2025-10-27,2025-10-27_NewOrleans_Boston,New Orleans,Boston,New Orleans,Boston,1.5,Linear,FAVORITE,New Orleans,-1.5,LOSS
2025-10-27,2025-10-27_NewOrleans_Boston,New Orleans,Boston,New Orleans,Boston,1.5,Random Forest,NO BET,,,NO BET
2025-10-27,2025-10-27_NewOrleans_Boston,New Orleans,Boston,New Orleans,Boston,1.5,Decision Tree,UNDERDOG,Boston,1.5,WIN
2025-10-27,2025-10-27_SanAntonio_Toronto,Toronto,San Antonio,San Antonio,Toronto,4.5,Logistic,UNDERDOG,Toronto,4.5,WIN
2025-10-27,2025-10-27_SanAntonio_Toronto,Toronto,San Antonio,San Antonio,Toronto,4.5,Linear,UNDERDOG,Toronto,4.5,WIN
2025-10-27,2025-10-27_SanAntonio_Toronto,Toronto,San Antonio,San Antonio,Toronto,4.5,Random Forest,UNDERDOG,Toronto,4.5,WIN
2025-10-27,2025-10-27_SanAntonio_Toronto,Toronto,San Antonio,San Antonio,Toronto,4.5,Decision Tree,UNDERDOG,Toronto,4.5,WIN
2025-10-27,2025-10-27_OklaCity_Dallas,Dallas,Okla City,Okla City,Dallas,8.5,Logistic,FAVORITE,Okla City,-8.5,LOSS
2025-10-27,2025-10-27_OklaCity_Dallas,Dallas,Okla City,Okla City,Dallas,8.5,Linear,FAVORITE,Okla City,-8.5,LOSS
2025-10-27,2025-10-27_OklaCity_Dallas,Dallas,Okla City,Okla City,Dallas,8.5,Random Forest,UNDERDOG,Dallas,8.5,WIN
2025-10-27,2025-10-27_OklaCity_Dallas,Dallas,Okla City,Okla City,Dallas,8.5,Decision Tree,UNDERDOG,Dallas,8.5,WIN
2025-10-27,2025-10-27_Utah_Phoenix,Utah,Phoenix,Utah,Phoenix,1.5,Logistic,FAVORITE,Utah,-1.5,WIN
2025-10-27,2025-10-27_Utah_Phoenix,Utah,Phoenix,Utah,Phoenix,1.5,Linear,FAVORITE,Utah,-1.5,WIN
2025-10-27,2025-10-27_Utah_Phoenix,Utah,Phoenix,Utah,Phoenix,1.5,Random Forest,FAVORITE,Utah,-1.5,WIN
2025-10-27,2025-10-27_Utah_Phoenix,Utah,Phoenix,Utah,Phoenix,1.5,Decision Tree,FAVORITE,Utah,-1.5,WIN
2025-10-27,2025-10-27_Denver_Minnesota,Minnesota,Denver,Denver,Minnesota,6.5,Logistic,FAVORITE,Denver,-6.5,WIN
2025-10-27,2025-10-27_Denver_Minnesota,Minnesota,Denver,Denver,Minnesota,6.5,Linear,FAVORITE,Denver,-6.5,WIN
2025-10-27,2025-10-27_Denver_Minnesota,Minnesota,Denver,Denver,Minnesota,6.5,Random Forest,FAVORITE,Denver,-6.5,WIN
2025-10-27,2025-10-27_Denver_Minnesota,Minnesota,Denver,Denver,Minnesota,6.5,Decision Tree,FAVORITE,Denver,-6.5,WIN
2025-10-27,2025-10-27_GoldenState_Memphis,Memphis,Golden State,Golden State,Memphis,7.5,Logistic,UNDERDOG,Memphis,7.5,WIN
2025-10-27,2025-10-27_GoldenState_Memphis,Memphis,Golden State,Golden State,Memphis,7.5,Linear,UNDERDOG,Memphis,7.5,WIN
2025-10-27,2025-10-27_GoldenState_Memphis,Memphis,Golden State,Golden State,Memphis,7.5,Random Forest,FAVORITE,Golden State,-7.5,LOSS
2025-10-27,2025-10-27_GoldenState_Memphis,Memphis,Golden State,Golden State,Memphis,7.5,Decision Tree,UNDERDOG,Memphis,7.5,WIN
2025-10-27,2025-10-27_Portland_LaLakers,La Lakers,Portland,Portland,La Lakers,2.5,Logistic,FAVORITE,Portland,-2.5,WIN
2025-10-27,2025-10-27_Portland_LaLakers,La Lakers,Portland,Portland,La Lakers,2.5,Linear,FAVORITE,Portland,-2.5,WIN
2025-10-27,2025-10-27_Portland_LaLakers,La Lakers,Portland,Portland,La Lakers,2.5,Random Forest,FAVORITE,Portland,-2.5,WIN
2025-10-27,2025-10-27_Portland_LaLakers,La Lakers,Portland,Portland,La Lakers,2.5,Decision Tree,UNDERDOG,La Lakers,2.5,LOSS
2025-10-28,2025-10-28_Philadelphia_Washington,Washington,Philadelphia,Philadelphia,Washington,4.5,Logistic,FAVORITE,Philadelphia,-4.5,WIN
2025-10-28,2025-10-28_Philadelphia_Washington,Washington,Philadelphia,Philadelphia,Washington,4.5,Linear,FAVORITE,Philadelphia,-4.5,WIN
2025-10-28,2025-10-28_Philadelphia_Washington,Washington,Philadelphia,Philadelphia,Washington,4.5,Random Forest,FAVORITE,Philadelphia,-4.5,WIN
2025-10-28,2025-10-28_Philadelphia_Washington,Washington,Philadelphia,Philadelphia,Washington,4.5,Decision Tree,FAVORITE,Philadelphia,-4.5,WIN
2025-10-28,2025-10-28_Miami_Charlotte,Miami,Charlotte,Miami,Charlotte,6.5,Logistic,FAVORITE,Miami,-6.5,WIN
2025-10-28,2025-10-28_Miami_Charlotte,Miami,Charlotte,Miami,Charlotte,6.5,Linear,FAVORITE,Miami,-6.5,WIN
2025-10-28,2025-10-28_Miami_Charlotte,Miami,Charlotte,Miami,Charlotte,6.5,Random Forest,FAVORITE,Miami,-6.5,WIN
2025-10-28,2025-10-28_Miami_Charlotte,Miami,Charlotte,Miami,Charlotte,6.5,Decision Tree,FAVORITE,Miami,-6.5,WIN
2025-10-28,2025-10-28_NewYork_Milwaukee,Milwaukee,New York,New York,Milwaukee,1.5,Logistic,FAVORITE,New York,-1.5,LOSS
2025-10-28,2025-10-28_NewYork_Milwaukee,Milwaukee,New York,New York,Milwaukee,1.5,Linear,FAVORITE,New York,-1.5,LOSS
2025-10-28,2025-10-28_NewYork_Milwaukee,Milwaukee,New York,New York,Milwaukee,1.5,Random Forest,UNDERDOG,Milwaukee,1.5,WIN
2025-10-28,2025-10-28_NewYork_Milwaukee,Milwaukee,New York,New York,Milwaukee,1.5,Decision Tree,FAVORITE,New York,-1.5,LOSS
2025-10-28,2025-10-28_OklaCity_Sacramento,Okla City,Sacramento,Okla City,Sacramento,10.5,Logistic,UNDERDOG,Sacramento,10.5,WIN
2025-10-28,2025-10-28_OklaCity_Sacramento,Okla City,Sacramento,Okla City,Sacramento,10.5,Linear,UNDERDOG,Sacramento,10.5,WIN
2025-10-28,2025-10-28_OklaCity_Sacramento,Okla City,Sacramento,Okla City,Sacramento,10.5,Random Forest,UNDERDOG,Sacramento,10.5,WIN
2025-10-28,2025-10-28_OklaCity_Sacramento,Okla City,Sacramento,Okla City,Sacramento,10.5,Decision Tree,UNDERDOG,Sacramento,10.5,WIN
2025-10-28,2025-10-28_LaClippers_GoldenState,Golden State,La Clippers,La Clippers,Golden State,1.5,Logistic,NO BET,,,NO BET
2025-10-28,2025-10-28_LaClippers_GoldenState,Golden State,La Clippers,La Clippers,Golden State,1.5,Linear,FAVORITE,La Clippers,-1.5,LOSS
2025-10-28,2025-10-28_LaClippers_GoldenState,Golden State,La Clippers,La Clippers,Golden State,1.5,Random Forest,FAVORITE,La Clippers,-1.5,LOSS
2025-10-28,2025-10-28_LaClippers_GoldenState,Golden State,La Clippers,La Clippers,Golden State,1.5,Decision Tree,FAVORITE,La Clippers,-1.5,LOSS
2025-10-29,2025-10-29_Houston_Toronto,Toronto,Houston,Houston,Toronto,5.5,Logistic,UNDERDOG,Toronto,5.5,LOSS
2025-10-29,2025-10-29_Houston_Toronto,Toronto,Houston,Houston,Toronto,5.5,Linear,UNDERDOG,Toronto,5.5,LOSS
2025-10-29,2025-10-29_Houston_Toronto,Toronto,Houston,Houston,Toronto,5.5,Random Forest,UNDERDOG,Toronto,5.5,LOSS
2025-10-29,2025-10-29_Houston_Toronto,Toronto,Houston,Houston,Toronto,5.5,Decision Tree,UNDERDOG,Toronto,5.5,LOSS
2025-10-29,2025-10-29_Cleveland_Boston,Boston,Cleveland,Cleveland,Boston,3.5,Logistic,UNDERDOG,Boston,3.5,WIN
2025-10-29,2025-10-29_Cleveland_Boston,Boston,Cleveland,Cleveland,Boston,3.5,Linear,FAVORITE,Cleveland,-3.5,LOSS
2025-10-29,2025-10-29_Cleveland_Boston,Boston,Cleveland,Cleveland,Boston,3.5,Random Forest,FAVORITE,Cleveland,-3.5,LOSS
2025-10-29,2025-10-29_Cleveland_Boston,Boston,Cleveland,Cleveland,Boston,3.5,Decision Tree,UNDERDOG,Boston,3.5,WIN
2025-10-29,2025-10-29_Orlando_Detroit,Detroit,Orlando,Orlando,Detroit,1.5,Logistic,FAVORITE,Orlando,-1.5,LOSS
2025-10-29,2025-10-29_Orlando_Detroit,Detroit,Orlando,Orlando,Detroit,1.5,Linear,FAVORITE,Orlando,-1.5,LOSS
2025-10-29,2025-10-29_Orlando_Detroit,Detroit,Orlando,Orlando,Detroit,1.5,Random Forest,FAVORITE,Orlando,-1.5,LOSS
2025-10-29,2025-10-29_Orlando_Detroit,Detroit,Orlando,Orlando,Detroit,1.5,Decision Tree,FAVORITE,Orlando,-1.5,LOSS
2025-10-29,2025-10-29_Atlanta_Brooklyn,Brooklyn,Atlanta,Atlanta,Brooklyn,8.5,Logistic,UNDERDOG,Brooklyn,8.5,WIN
2025-10-29,2025-10-29_Atlanta_Brooklyn,Brooklyn,Atlanta,Atlanta,Brooklyn,8.5,Linear,UNDERDOG,Brooklyn,8.5,WIN
2025-10-29,2025-10-29_Atlanta_Brooklyn,Brooklyn,Atlanta,Atlanta,Brooklyn,8.5,Random Forest,FAVORITE,Atlanta,-8.5,LOSS
2025-10-29,2025-10-29_Atlanta_Brooklyn,Brooklyn,Atlanta,Atlanta,Brooklyn,8.5,Decision Tree,FAVORITE,Atlanta,-8.5,LOSS
2025-10-29,2025-10-29_Chicago_Sacramento,Chicago,Sacramento,Chicago,Sacramento,4.5,Logistic,UNDERDOG,Sacramento,4.5,LOSS
2025-10-29,2025-10-29_Chicago_Sacramento,Chicago,Sacramento,Chicago,Sacramento,4.5,Linear,UNDERDOG,Sacramento,4.5,LOSS
2025-10-29,2025-10-29_Chicago_Sacramento,Chicago,Sacramento,Chicago,Sacramento,4.5,Random Forest,UNDERDOG,Sacramento,4.5,LOSS
2025-10-29,2025-10-29_Chicago_Sacramento,Chicago,Sacramento,Chicago,Sacramento,4.5,Decision Tree,FAVORITE,Chicago,-4.5,WIN
2025-10-29,2025-10-29_Dallas_Indiana,Dallas,Indiana,Dallas,Indiana,5.5,Logistic,UNDERDOG,Indiana,5.5,WIN
2025-10-29,2025-10-29_Dallas_Indiana,Dallas,Indiana,Dallas,Indiana,5.5,Linear,UNDERDOG,Indiana,5.5,WIN
2025-10-29,2025-10-29_Dallas_Indiana,Dallas,Indiana,Dallas,Indiana,5.5,Random Forest,UNDERDOG,Indiana,5.5,WIN
2025-10-29,2025-10-29_Dallas_Indiana,Dallas,Indiana,Dallas,Indiana,5.5,Decision Tree,UNDERDOG,Indiana,5.5,WIN
2025-10-29,2025-10-29_Denver_NewOrleans,Denver,New Orleans,Denver,New Orleans,12.5,Logistic,FAVORITE,Denver,-12.5,WIN
2025-10-29,2025-10-29_Denver_NewOrleans,Denver,New Orleans,Denver,New Orleans,12.5,Linear,FAVORITE,Denver,-12.5,WIN
2025-10-29,2025-10-29_Denver_NewOrleans,Denver,New Orleans,Denver,New Orleans,12.5,Random Forest,FAVORITE,Denver,-12.5,WIN
2025-10-29,2025-10-29_Denver_NewOrleans,Denver,New Orleans,Denver,New Orleans,12.5,Decision Tree,UNDERDOG,New Orleans,12.5,LOSS
2025-10-29,2025-10-29_Portland_Utah,Utah,Portland,Portland,Utah,3.5,Logistic,FAVORITE,Portland,-3.5,LOSS
2025-10-29,2025-10-29_Portland_Utah,Utah,Portland,Portland,Utah,3.5,Linear,FAVORITE,Portland,-3.5,LOSS
2025-10-29,2025-10-29_Portland_Utah,Utah,Portland,Portland,Utah,3.5,Random Forest,FAVORITE,Portland,-3.5,LOSS
2025-10-29,2025-10-29_Portland_Utah,Utah,Portland,Portland,Utah,3.5,Decision Tree,FAVORITE,Portland,-3.5,LOSS
2025-10-29,2025-10-29_Minnesota_LaLakers,Minnesota,La Lakers,Minnesota,La Lakers,7.5,Logistic,UNDERDOG,La Lakers,7.5,WIN
2025-10-29,2025-10-29_Minnesota_LaLakers,Minnesota,La Lakers,Minnesota,La Lakers,7.5,Linear,UNDERDOG,La Lakers,7.5,WIN
2025-10-29,2025-10-29_Minnesota_LaLakers,Minnesota,La Lakers,Minnesota,La Lakers,7.5,Random Forest,UNDERDOG,La Lakers,7.5,WIN
2025-10-29,2025-10-29_Minnesota_LaLakers,Minnesota,La Lakers,Minnesota,La Lakers,7.5,Decision Tree,UNDERDOG,La Lakers,7.5,WIN
2025-10-29,2025-10-29_Memphis_Phoenix,Phoenix,Memphis,Memphis,Phoenix,1.5,Logistic,UNDERDOG,Phoenix,1.5,WIN
2025-10-29,2025-10-29_Memphis_Phoenix,Phoenix,Memphis,Memphis,Phoenix,1.5,Linear,UNDERDOG,Phoenix,1.5,WIN
2025-10-29,2025-10-29_Memphis_Phoenix,Phoenix,Memphis,Memphis,Phoenix,1.5,Random Forest,NO BET,,,NO BET
2025-10-29,2025-10-29_Memphis_Phoenix,Phoenix,Memphis,Memphis,Phoenix,1.5,Decision Tree,FAVORITE,Memphis,-1.5,LOSS
